page,contenu,tome,ID,cID
189,Lettre de Bonnemer sur les droits nouveaux sur les pelleteries.,3,A43,C5631
189,Découverte d'une mine d'argent dans l'ile d'Anticosti.,3,A43,C5603
189,Morceau de porphyre provenant du Canada. ,3,A43,C5634
189,"Ce porphyre a été examiné à Paris. Il n'est pas très beau, cependant il faut l'exploiter et en envoyer des morceaux asser larges pour faire des tables.",3,A43,C5593
189,"La compagnie du castor informe le ministre que 1200 peaux de castor sec ont été embarqués en fraude, à bord du Héros. Les confisquer.",3,A43,C5625
189,Porte du fort de Plaisance faite en pierre de Charente.,3,A43,C5637
190,Charbon de terre de l'Acadie.,3,A43,C5594
190,Compagnie des castors.,3,A43,C5596
190,"Sept vaisseaux de guerre anglais ont occupé Terre-Neuve et pris déjà douze bâtiments qui apportaient des vivres dans la colonie. Envoyer le plus tôt possible des vivres, des munitions et des remèdes. Faire l'impossible pour secourir la colonie.",3,A43,C5640
190,Disette de farine à Plaisance. En envoyer le Saemslack.,3,A43,C5601
190,Placet des ouvriers et canadiens qui ont servi à la Mobile et qui réclament leur solde.,3,A43,C5636
190,Esclaves.,3,A43,C5617
190,Esclaves.,3,A43,C5618
190,On renvoie en France les faiseurs de goudron des Landes qui ont formé là-bas des ouvriers et dont on n'a plus besoin.,3,A43,C5635
190,Huile de loup-marin.,3,A43,C5624
190,Etat des farines nécessaires pour l'Acadie et Plaisance.,3,A43,C5619
190,Compagnie des castors.,3,A43,C5597
190,Liste des passagers de la Loire pour Plaisance et l'Acadie.,3,A43,C5633
190,Les anglais ont pris l'Acadie (1710). Faire passer les officiers devant le Conseil de guerre.,3,A43,C5627
190,Tacher de reprendre l'Acadie aux anglais.,3,A43,C5641
105,Recevra son brevet de maître d'équipage.,1,P1620,C5656
28,"Maître d'équipage, a reçu de l'avancement.",2,P1620,C5655
25,Demande à occuper le logement qu'occupait feu le sieur Pichon.,3,P1620,C5646
25,Discussion à ce sujet.,3,P1620,C5647
46,Demande le logement de l'arrière-garde du port.,4,P1620,C5645
46,Lettre dans laquelle il expose sa misère.,4,P1620,C5653
46,"Enseigne de vaisseau. A insulté le sieur Beccot, commissaire, devra lui faire des excuses publiques.",4,P1620,C5651
46,Interdit.,4,P1620,C5652
46,Enseigne de port.,4,P1620,C5650
45,"Lieutenant de port. Promu chevalier de Saint-Louis, le 23 décembre 1721.",6,P1620,C5654
45,Décédé.,6,P1620,C5648
45,Décédé.,6,P1620,C5649
253,Rétablir immédiatement la XXX nécessaire pour les exercices des canonniers.,1,A44,C5663
253,Rétablir immédiatement la XXX nécessaire pour les exercices des canonniers.,1,A44,C5664
253,Rétablir immédiatement la XXX nécessaire pour les exercices des canonniers.,1,A44,C5665
251,"Impossible de trouver des canonniers à raison de 37 livres et 10 sols par mois, pour les envoyer aux Îles d'Amérique, expédient proposé par Bégon.",2,A44,C5659
190,"Le roi a résolu de rétablir la compagnie des canonniers. Apprentis de Rochefort, sur le pied de 50 hommes.",3,A44,C5660
190,Service des canonniers.,3,A44,C5666
190,On les a congédiés. Le ministre désirait qu'on rétablit ce corps.,3,A44,C5661
190,Question de préséance elevée à Toulon entres les maîtres canonniers entretenus et les sergents bombardiers.,3,A44,C5662
105,Marchand de Marennes. Sa femme est mise dans le couvent des Nouvelles convertie de Pons.,1,P1629,C5692
253,Tenir la main à ce que les officiers et employés de la Marine paient la capitation.,1,A46,C5693
253,Les religieux carmes qui vont aux îles reçoivent 150 livres pour acheter des livres et des provisions.,1,A49,C5719
253,Les officiers de Rochefort sont obligés de se munir des cartes et livres que les sieurs de Pennes et Sauveur ont fait graver par ordre du Roi.,1,A51,C5745
253,Le Roi veut que tous les officiers prennent les cartes du Neptune Français.,1,A51,C5744
106,Marchand de Bordeaux. Fournisseur de clous.,1,P1681,C5765
106,Marchand de Bordeaux. Fournisseur de clous.,1,P1681,C5766
106,Marchand de Bordeaux.Affaire relative à la fourniture de clous.,1,P1681,C5767
106,Interprète de l'Amirauté de Guyenne.,1,P1684,C5776
106,"Né en 1653, mort en 1720. Intendant des finances en 1690. Ecrit à Bégon au sujet de la vente de l'office du Maire.",1,P1702,C5806
106,"Né en 1653, mort en 1720. Intendant des finances en 1690. Ecrit à Bégon au sujet de la vente de l'office du Maire.",1,P1702,C5807
254,M. D'Amblymont y portera un chirurgien expérimenté pour servir comme chirurgien major de la colonie.,1,A53,C5860
254,M. D'Amblymont y portera un chirurgien expérimenté pour servir comme chirurgien major de la colonie.,1,A53,C5861
254,M. D'Amblymont y portera un chirurgien expérimenté pour servir comme chirurgien major de la colonie.,1,A53,C5862
252,,2,A53,N3480
252,Envois à Cayenne.,2,A53,C5858
252,Envoi de fonds et de soldats.,2,A53,C5856
252,Envoi de fonds et de soldats.,2,A53,C5857
252,20 soldats destinés à Cayenne.,2,A53,C5855
191,Le roi fait avertir les habitants de ne pas cultiver l'indigo de beaucoup inférieur à celui de Saint-Domingue.,3,A53,C5859
107,Chargé de construire des galères.,1,P1751,C5921
30,Sa maison sera abattue en vue de la construction de l'église paroissiale.,2,P1751,C5935
30,"Chargé de la vente des lettres de noblesse créées par édit du mois de mars 1696, en la généralité de La Rochelle.",2,P1751,C5922
30,Lettre au sujet de l'imposition de 15000 livres pour la finance des facteurs commissionnaires des rouliers.,2,P1751,C5930
27,"Désigné pour commander le vaisseau l'Oriflamme, l'Indien et l'Amphitrite.",3,P1751,C5927
27,Préparation de son armement.,3,P1751,C5934
27,Demande 2 mortiers et 200 bombes. Accordé;,3,P1751,C5924
27,Armement de son vaisseeau.,3,P1751,C5919
27,Armement de son vaisseeau.,3,P1751,C5920
27,Parti avec les trois vaisseaux qu'il commande.,3,P1751,C5932
27,"Dette de 500 livres à madame Bruchet, marchande à Rochefort.",3,P1751,C5926
27,Chef d'escadre a acheté le gouvernement de Six-Fours en Provence.,3,P1751,C5923
48,"Est arrivé au Port-Louis, venant du Pérou et escortant des vaisseaux chargés des matières d'or et d'argent, qui ont été portées à l'hôtel des monnaies.",4,P1751,C5929
48,Entrepreneur de l'écoulement des eaux de la veille forme. Le payer.,4,P1751,C5928
48,Placet.,4,P1751,C5933
48,Demande à être payé.,4,P1751,C5925
48,On lui donne des bois en paiement.,4,P1751,C5931
107,Banquier à Paris.,1,P1757,C5945
107,Banquier à Paris.,1,P1757,C5946
27,Le roi lui accorde le commandement de la flûte le Profond.,3,P1757,C5950
27,Ira à Cayenne.,3,P1757,C5949
27,Arrangements financiers avec madame de Férolles.,3,P1757,C5944
27,Commissaire aux revues des troupes qui logent à Manle. Regilionnaire. Le curé Rossignol se plaint de lui.,3,P1757,C5947
49,Enseigne de Vaisseau. Demande la permission d'épouser mademoiselle de La Bretêche.,4,P1757,C5948
49,Accordé.,4,P1757,C5943
107,"Collecteur de la paroisse de Passirat, en 1693.",1,P1768,C5961
107,"Conseiller au présidial de Saintes, n'a rien payé de ses augmentations de gages. Le poursuivre.",1,P1797,C6000
108,Désigné pour commander le Poli.,1,P1840,C6253
108,Refuse de commander le Poli.,1,P1840,C6255
108,Ecrit au Ministre au sujet du refus du sieur Gaallon de lui payer ses appointements.,1,P1840,C6254
108,Entrepreneur des fortifications de La Rochelle.,1,P1849,C6265
108,Commissaire.,1,P1913,C6553
36,Commissaire de la Marine à Lyon. Donne avis d'une commande d'armes faite par le sieur d'Herville à un marchand de la ville.,2,P1913,C6551
36,Commissaire de la Marine à Lyon. Donne avis d'une commande d'armes faite par le sieur d'Iberville à un marchand de la ville.,2,P1913,C6552
36,"Réprimandé au sujet des armes qui ont été envoyées à Rochefort, son mémoire justificatif.",2,P1913,C6555
36,Recevoir toutes les armes qu'il a envoyées.,2,P1913,C6554
29,Commissaire de la Marine à Lyon. A envoyé  des armes de Saint Etienne à Rochefort en 1704.,3,P1913,C6550
108,"Procureur du Roi à Saint-Jean d'Angély. A Adressé au Ministre une plainte au sujet des extorisons que fait le sieur de Tallemay, lieutenant au régiment de Nettancourt.",1,P1920,C6565
51,Demande la demi-solde.,6,P1920,C6564
109,Envoi à Bégon les ordres qu'il lui a demandés pour faire mettre quelques filles nouvelles  converties dans la maison des Nouvelles catholiques de Pons.,1,P1950,C6621
109,"Veuve du directeur des fermes de La Rochelle, réclame au sujet du paiement de la capitation.",1,P1955,C6642
109,,1,P1968,N3964
109,Chargé des envois pour les îles.,1,P1978,C6674
109,Dresse l'état des ancres dont le port a besoin.,1,P1978,C6675
109,Accusé d'avoir des intérêts avec le fournisseur Gabet ; éclaircir cette affaire.,1,P1978,C6672
109,Accusé d'avoir des intérêts avec le fournisseur Gabet ; éclaircir cette affaire.,1,P1978,C6673
109,Rien de répréhensible à articuler contre lui.,1,P1978,C6678
109,Obtient un congé pour aller aux Eaux.,1,P1978,C6676
109,Obtient un congé pour aller aux Eaux.,1,P1978,C6677
109,,1,P1982,N3979
109,Commande la frégate l'Impudent.,1,P1982,C6682
109,N'a pa voulu signer l'état des vivres embarqués au Port-Louis.,1,P1982,C6683
109,Partira pour la Martinique avec la flûte la Charente et escortera des bateaux marchands.,1,P1982,C6684
110,"Adresse à Bégon une lettre du sieur Fresnaud, chirurgien de Saint Pierre d'Oléron, qui réclame sa fille qui a été mise au couvent de Pons et qui est demandé een mariage.",1,P9819,C32505
111,Ecrit que les vivres et les munitions expédiés à Saint Domingue sont hors d'état de servir.,1,P2005,C6745
111,Ecrit que les vivres et les munitions expédiés à Saint Domingue sont hors d'état de servir.,1,P2005,C6746
111,De Marennes. L'abbé de Cordemoy demande à ce qu'il soit relégué.,1,P2011,C6754
39,"Restera sur la flûte le Profond, parce qu'il connait parfaitement les côtes de l'Acadie.",2,P2011,C6756
45,Fournisseur de farins.,5,P2011,C6755
112,Maître de forges.,1,P2053,C6891
112,De Barbezieux. Fournisseur de bois.,1,P2073,C6925
112,"Armurier du fort Louis, de Plaisance.",1,P2073,C6920
112,De La Tremblade. Relégué à Brives. Demande à retourner chez lui.,1,P2073,C6926
39,"Ci-devant capitaine d'armes de la compagnie de Lusignan, réclame à cet officier, 81 livres, si sa demande est jointe, faire retenir cette somme sur les appointements de la compagnie de Luisignan.",2,P2073,C6923
39,Aura la deuxième place d'enseigne vacante à Saint-Domingue.,2,P2073,C6921
31,Condamné aux galères à 69 ans.. Incapable de marcher jusqu'à Marseille. Sera déporté aux iles.,3,P2073,C6924
31,"S'est engagé dans la compagnie franche du sieur de Langes à Morlaix, a donné deux faux signalements. Ira servir aux colonies.",3,P2073,C6934
46,"Ecrivain ordinaire du département de Rochefort, ordre d’aller servir à Brest.",7,P2073,C6928
66,Nommé élève.,7,P2073,C6931
66,Nommé écrivain à 480 livres.,7,P2073,C6930
66,"Soldat de la compagnie de Noyan, arrivé de Québec, mis en prison à la Rochelle.",7,P2073,C6935
66,Ordre de servir à Rochefort.,7,P2073,C6932
66,Brevet d’écrivain ordinaire.,7,P2073,C6922
46,"Soldat de la compagnie d’ordre d’Oron des gouttes, demi-solde.",8,P2073,C6936
46,Ecrivain de la flûte la Gironde.,8,P2073,C6927
46,Procureur au Mans.,8,P2073,C6933
47,Ecrivain. Sa solde est partie de 40 à 50 livres.,9,P2073,C6929
48,Admis dans la compagnie des cadets.,9,P2073,C6919
112,Protège la famille Roussel.,1,P2097,C6958
112,,1,P2101,N4190
112,Accusé d'espionnage,1,P2105,C6964
113,Arrêté et enfermé dans les tours de La Rochelle pour ne pas s'être trouvé au rendez-vous que lui avait assigné M. de Gennes.,1,P2215,C7199
113,Malade. A la permission de se faire soigner en ville.,1,P2215,C7200
113,Général des Jacobins. Voudrait établir à La Rochelle un séminaire de missionnaires pour les Îles.,1,P2209,C7189
113,Général des Jacobins. Voudrait établir à La Rochelle un séminaire de missionnaires pour les Îles.,1,P2209,C7190
254,Plainte des pauvres collecteurs de la paroisse de l'élection de Cognac.,1,A65,C7243
254,Réparations pressantes à faire au château de Cognac.,1,A65,C7247
253,Réparation du pont de Cognac.,2,A65,C7246
253,"Le maire de Cognac demande à être compris dans l'état des finances de la généralité de La Rochelle, parce que les revenus de la ville ne sont pas suffisants pour lui payer ses gages.",2,A65,C7239
253,Etat des articles de la dépense commune que le maire et échevins de Cognac doivent faire annuellement.,2,A65,C7234
253,Maîtrise des eaux et forêts de Cognac.,2,A65,C7242
253,"Imposition de la capitation de l'élection de Cognac, en 1701.",2,A65,C7237
253,"La ville de Cognac a besoin d'être entièrement repavée, le maire Perrin demande à prendre de la pierre dans le grand parc de la forêt du Roi.",2,A65,C7238
253,"Etat nominatif des officiers du présidial de Cognac, avec les taxes qui leur sont imposées, recouvrement difficile.",2,A65,C7236
253,"Etat nominatif des officiers de l'élection de Cognac, avec leurs taxes.",2,A65,C7235
253,Procès-verbal de visite de la caisse du bureau de la recette des tailles.,2,A65,C7244
191,Le maire de Cognac écrit au sujet de la milice bourgeoise qu'il commande.,3,A65,C7240
191,"Le sieur Perrin, ancien maire, est débouté dans ses prétentions.",3,A65,C7241
191,"Reçu des maire et échevins de la ville de Cognac de 2000 livres pour la finance de l'office de conseiller du roi, garde scel.",3,A65,C7245
113,,1,P2250,N4439
255,Le Peletier écrit à Bégon au sujet du rôle des contrôleurs dans les marchés passés avec les entrepreneurs.,1,A90,C8565
256,Breteuil écrit à Bégon au sujet de l'adjudication des réparations de la tour de Cordouan.,1,A93,C8609
256,Leur communiquer les signaux surpris chez les Anglais.,1,A95,C8659
256,"Les corsaires de Flessingue et de Biscaye viennent croiser à l'entrée de la Gironde, à l'occasion de la foire de Bordeaux qui commence les 15 octobre 1696.",1,A95,C8654
256,Corsaire de Guernesey commandé par un protestant fugitif de Royan. Lui faire son procès.,1,A95,C8643
261,Nombreux sur nos côtes.,2,A95,C8660
261,Le Roi ne veut pas armer de frégate garde-côtes pour chasser les corsaires biscayens qui troublent le commerce de la rivière de Bordeaux.,2,A95,C8650
261,Députés du commerce de Bordeaux envoyés à Bégon.,2,A95,C8644
261,Conduite à tenir vis-à-vis des corsaires biscayens.,2,A95,C8642
261,"Les corsaires hollandais dépouillent les équipages des vaisseaux français qu'ils prennent, le Roi s'en est plaint inutilement aux amirautés de Hollande, user de représailles.",2,A95,C8658
261,"Les corsaires français pourront prendre les vaisseaux ennemis munis de passeports espagnols, de même que les corsaires espagnols pourront prendre les vaisseaux ennemis pourvus de passeports français.",2,A95,C8657
261,Le Roi fera faire des plaintes au roi d'Espagne si les corsaires biscayens ne cessent pas leurs déprédations.,2,A95,C8649
261,Les corsaires espagnols ont défense de prendre les vaisseaux ennemis ayant passeport du Roi de France.,2,A95,C8655
195,Espagnols.,3,A95,C8645
195,Flemingois.,3,A95,C8646
195,Les corsaires flemingois ont fait beaucoup de prises devant Bayonne. Le lieutenant de l'amirauté propose de fermer le port.,3,A95,C8656
195,Les bâtiments marchands se sortent pas de la rivière de Bordeaux à cause des corsaires.,3,A95,C8653
195,La frégate la Vénus est destinée à chasser les corsaires de Jerzey qui rodent sur nos côtes.,3,A95,C8648
195,Le sieur d'Eschilais propose d'armer tous les bâtiments garde-côtes  et de les faire croiser pendant un mois sur nos côtes.,3,A95,C8652
195,,3,A95,N4877
295,,4,A95,N4882
295,"Le ministre voudrait que les négociants de Bordeaux, Nantes et La Rochelle fissent les frais de l'armement de vaisseaux destinés à chasser les corsaires de Jersey et Guernezey. S'ils ne le font pas, ils ne pourront s'en prendre qu'à eux des pertes qu'ils subiront.",4,A95,C8651
296,Ils ont fait du désordre dans la rivière de Gironde.,4,A95,C8647
115,A été maître canonnier sur le François.,1,P2347,C8686
115,Major de la place du Château d'Oléron. Accusé d'exaction.,1,P2363,C8707
115,Major de la place du Château d'Oléron. Accusé d'exaction.,1,P2363,C8708
115,"Enseigne de la lieutenance colonelle du régiment d'infanterie de Chartres, est parti emportant 202 livres que lui avaient confiées le sieur de Lantillac pour faire des recrues. Le faire arrêter chez son oncle Coulonge, chanoine de la cathédrale de Saintes.",1,P2369,C8714
115,Commande la frégate l'Entreprenante.,1,P2383,C8738
115,Continuera ses services à Rochefort.,1,P2383,C8739
116,Obtient son passage pour le Canada.,1,P2421,C8855
116,De Marennes. Le curé demande à la faire mettre dans un couvent à Angoulême.,1,P2449,C8889
116,De Marennes.,1,P2450,C8898
116,"Frère du marquis de Torcy, 1668-1738. Le Roi a donné après-dîner, à l'abbé de Croissy, l'évêché de Montpellier qui vaut 30 000 livres de rentes.",1,P2478,C8949
117,Commis aux classes à l'île de Ré.,1,P2499,C8989
117,Amène une prise hollandaise à l'île de Ré.,1,P2499,C8988
117,"Chevalier, seigneur d'Ableiges en Vexin, maître des requêtes, intendant du Poitou, 1695-1701.",1,P2509,C9082
117,"Chevalier, seigneur d'Ableiges en Vexin, maître des requêtes, intendant du Poitou, 1695-1701.",1,P2509,C9083
117,"Chevalier, seigneur d'Ableiges en Vexin, maître des requêtes, intendant du Poitou, 1695-1701.",1,P2509,C9084
117,Gardé en prison à Bayonne comme complice de Manuel.,1,P2529,C9125
120,,1,P2553,N5272
120,Ecrit au sujet de l'aliénation des domaines du Roi.,1,P2553,C9181
120,"Demande qu'on poursuive Burgault, le commis infidèle.",1,P2553,C9180
48,Demande l'état de recouvrement des tailles de l'année 1701.,2,P2553,C9179
48,"Lettre au sujet des 60000 livres d'augmentation de gages à répartir entre les officiers des chancelleries, des parlements, cours supérieures et présidiaux du royaume.",2,P2553,C9184
48,"Taxes des propriétaires des offices de premiers huissiers, jurés, crieurs, essayeurs d'étain, greffiers des baptèmes et des chancelleries.",2,P2553,C9187
48,Vente des offices de commissaires des tailles.,2,P2553,C9188
48,Création des offices de trésoriers des bourses communes des communautés d'arts et métiers.,2,P2553,C9178
49,Création d'offices de lieutenants de messieurs les maréchaux de France.,2,P2553,C9177
49,"Est d'avis, à juste raison, de n'exempter de la taille que les employés de la Marine qui remplissent leur service, sans faire de commerce et sans faire valoir aucun bien.",2,P2553,C9182
49,"Est d'avis, à juste raison, de n'exempter de la taille que les employés de la Marine qui remplissent leur service, sans faire de commerce et sans faire valoir aucun bien.",2,P2553,C9183
61,"Secrétaire d'Etat, signera les expéditions concernant la Marine, à la place du Marquis de La Vrillière.",5,P2553,C9186
62,Lettre de remerciement à M. de La Galissonnière.,5,P2553,C9185
120,Sollicite une lettre de cachet pour faire mettre mademoiselle de Jonzac dans un couvent.,1,P2567,C9232
120,Maïtre chapelier.,1,P2648,C9536
124,Duchesse. Dame de la baronnie d'Arvert.,1,P2650,C9543
128,,1,P2645,N5479
128,,1,P2645,N5480
128,,1,P2645,N5481
119,"Curé de Saint Félix, près de Barbezieux. Se plaint du sieur de La Rivière, capitaine au régiment de la Reine.",1,P2700,C9630
47,Marchand de Rochefort.,2,P2700,C9645
47,Marchand de Rochefort.,2,P2700,C9646
47,Marchand de Rochefort.,2,P2700,C9647
47,"De la Rochelle, intéressé dans l'armement du Faucon Anglais.",2,P2700,C9631
38,Marchand de Rochefort.,3,P2700,C9644
38,Chargé des intérets de monsieur d'Iberville.,3,P2700,C9625
38,A réclamé l'argent qui lui est dû par messieurs de Ramezay et de la Ronde Denis. Faire une retenue sur leurs appointements.,3,P2700,C9623
38,Founit du sel pour le Canada.,3,P2700,C9634
38,Réclame 1000 livres pur fournitures au Cowentry.,3,P2700,C9658
38,Fournit du soufre et du blanc de céruse.,3,P2700,C9638
38,Fournit du soufre et du blanc de céruse.,3,P2700,C9639
38,Offre de se charger de transporter la farine à Cayenne. Lui accorder le Profond.,3,P2700,C9649
38,Le roi a approuvé le traité du Profond.,3,P2700,C9642
38,Réclame ce qui lui est dû par le munitionnaire.,3,P2700,C9659
38,Propose d'armer la flûte la Loire pour Plaisance.,3,P2700,C9651
38,Propose d'armer la flûte la Loire pour Plaisance.,3,P2700,C9652
38,Traité pour l'armement de la Loire.,3,P2700,C9664
38,Demande le sieur Adumeau pour commander la Loire. Accordé.,3,P2700,C9632
68,Propose d'armer le vaisseau le François et d'y charger 4000 quintaux de farine pour les îles. Refusé. Prix trop élevé.,4,P2700,C9654
68,Propose d'armer le vaisseau le François et d'y charger 4000 quintaux de farine pour les îles. Refusé. Prix trop élevé.,4,P2700,C9655
68,Propose d'armer le Ludlow.,4,P2700,C9653
68,Fournisseur de la Marine. Le Roi lui doit 60000 livres. Il demande à être payé. Lettre au conseil de la Marine.,4,P2700,C9635
60,Demande que la Marine reçoive les 300 quitaux de legumes qui lui ont été demandés pour l'ile Royale.,5,P2700,C9633
60,Le recevoir.,5,P2700,C9641
60,Fournit du lard pour l'ile Royale.,5,P2700,C9637
60,Un traité a été passé avec lui pour le fret de marchandises et munitions pour Québec et l'ile Royale.,5,P2700,C9665
60,"Correspondance du sieur Martin, fournisseur de l'habillement des troupes de la Marine.",5,P2700,C9626
61,,5,P2700,N5578
61,"Armateur du vaisseau le Vermandois freté pour la Martinique et Saint-Domingue, par l'intendant. Le traité n' a pas été approuvé par le Conseil.",5,P2700,C9624
61,Traité approuvé.,5,P2700,C9662
60,Négociant de Rochefort.,5,P2700,C9648
61,Traité approuvé.,5,P2700,C9663
68,Correspondant des sous-traitants du sieur Arnou dans la fourniture des chanvres d’Auvergne.,6,P2700,C9627
68,Correspondant des sous-traitants du sieur Arnou dans la fourniture des chanvres d’Auvergne.,6,P2700,C9628
68,"Porteur de la procuration de Jean de Coudun, négociant à Berlin, fournisseur de bois.",6,P2700,C9650
69,Représente que la batterie de canon servant aux exercices des gardes de la Marine et des apprentis canonniers le prive de la jouissance de quelques pièces de terre où passent les boulets.,6,P2700,C9656
69,Règlement de compte.,6,P2700,C9657
69,Fournit des mâts.,6,P2700,C9636
69,"Lettre du sieur Michel, à ce sujet.",6,P2700,C9643
69,Le ministre veut qu’il fasse un rabais de 2000 livres sur le prix de 34 mâts.,6,P2700,C9640
58,"Réclame ce qui lui est dû pour le sauvetage de deux ancres à Bellisle, en 1716.",9,P2700,C9660
58,Sera payé dès qu'il aura fourni les pièces justificatives.,9,P2700,C9661
58,Correspondant du sieur Bottereau.,9,P2700,C9629
256,Du Roi qui fait défenses à toutes personnes de faire saisir aucun bestiaux pendant le temps de six années.,1,A108,C12724
121,,1,P2811,N5768
121,Renfermée dans le couvent de Pons.,1,P2814,C9913
121,Sort du couvent. Est remise à Mademoiselle Forant.,1,P2814,C9914
121,Lieutenant du Roi à La Rochelle. Le bruit de sa mort a courru. S'en informer.,1,P2842,C10091
122,Officier français sorti du royaume.,1,P2877,C10142
122,Femme du sieur Guibert. Adresse une requête au Ministre pour sortir du couvent des filles de la Providence de La Rochelle.,1,P2905,C10220
122,,1,P2934,N6029
122,Lettre au Ministre au sujet de son affaire avec M. de Saint Estève.,1,P2934,C10325
122,Enquête sur l'affaire avec M. de Saint Estève.,1,P2934,C10324
256,Pontchartrain recommande de faire désarmer les vaisseaux par leurs équipages et de ne pas envoyer à bord des journaliers de l'arsenal.,1,A112,C12734
256,Désarmement des côtes.,1,A112,C12733
123,Demande qu'on lui donne le Dragon au lieu du Fanfaron qui ne viendra pas de sitôt à Rochefort.,1,P2953,C10382
44,,3,P2953,N6061
44,Arrive de la Corogne. Il a trouvé plusiers corsaires ennemis à l'atterage de La Rochelle.,3,P2953,C10380
44,Commande la frégate la Mutine. Apporte 27000 livres d'or qui sont portés à la Monnaie de La Rochelle.,3,P2953,C10381
76,Lettre dans laquelle il décrit les honneurs funèbres rendus aux commissaires.,6,P2953,C10383
123,Gentilhomme acadien.,1,P2967,C10434
123,Obtient son passage pour l'Acadie.,1,P2967,C10435
256,Le Roi fera casser les capitaines des compagnies franches qui ne déclarent les déserteurs que la veille ou le jour de la revue des commissaires.,1,A113,C12744
256,Le Roi fera casser les capitaines des compagnies franches qui ne déclarent les déserteurs que la veille ou le jour de la revue des commissaires.,1,A113,C12745
256,22 matelots déserteurs traduits devant le conseil de guerre.,1,A113,C12735
256,Ont vendu leurs effets à des paysans poursuivis pour ce fait.,1,A113,C12751
256,Ont vendu leurs effets à des paysans poursuivis pour ce fait.,1,A113,C12752
262,Punitions sévères.,2,A113,C12754
262,"Il y a 7 ou 8 matelots déserteurs dans les prisons de Rochefort, M. Dumagnou propose de les faire tirer au billet, pour que le perdant soit envoyé aux galères, les autres serviraient sans solde pendant trois mois.",2,A113,C12739
262,"4 matelots déserteurs, condamnés aux galères, se sont sauvés de la prison.",2,A113,C12736
262,Embarquer les 8 déserteurs de Palmier sur des vaisseaux faisant des voyages de long cours.,2,A113,C12738
262,"M. de Chavagnac propose, pour arrêter la désertion dans les compagnies de Rochefort, de donner 10 écus aux paysans pour chaque déserteur ramené.",2,A113,C12750
262,"Déserteur de la compagnie de Vitry, du régiment de Piémont, réclamé par M. Chamillart.",2,A113,C12737
262,Le Roi gracie le soldat déserteur du régiment de Piémont.,2,A113,C12746
262,La désertion des soldats de Marine qui sont à l'Île d'Oléron est facilitée par les habitants.,2,A113,C12741
262,La désertion des soldats de Marine qui sont à l'Île d'Oléron est facilitée par les habitants.,2,A113,C12742
262,La désertion des soldats de Marine qui sont à l'Île d'Oléron est facilitée par les habitants.,2,A113,C12743
262,"Les déserteurs des troupes de Flandre servent sur les vaisseaux hollandais, les rechercher sur les prises et les faire mettre en prison.",2,A113,C12747
262,Soldats déserteurs de l'Île d'Oléron.,2,A113,C12755
262,"L'évêque de Poitiers a obtenu la grâce d'un déserteur de la milice, à condition qu'il travaille de son métier de charpentier à l'arsenal de Rochefort.",2,A113,C12740
262,Les soldats déserteurs de l'Île d'Oléron sont repassés sur la grande terre.,2,A113,C12748
296,"Les soldats ne pourront plus être recherchés sous prétexte d'une désertion précédente, après deux ans de service dans une nouvelle compagnie.",4,A113,C12749
323,"Ordonnance de roi portant amnistie en faveur des officiers -mariniers et matelots français déserteurs, à condition qu'ils reviendront dans le royaume dans un an, du 8 février 1724.",6,A113,C12753
124,Garde de la Marine.,1,P3001,C10522
124,,1,P3005,N6188
124,,1,P3013,N6215
124,Doit partir pour l'Acadie.,1,P3013,C10576
124,Ecrivain de l'Acadie.,1,P3013,C10577
58,Ecrivain en Acadie.,2,P3013,C10578
124,Chargé d'informer sur l'affaire du pilage de la prise espagnole par l'équipage du vaisseau le Gaillard.,1,P3015,C10585
124,Chargé d'informer sur l'affaire du pilage de la prise espagnole par l'équipage du vaisseau le Gaillard.,1,P3015,C10586
58,Ecrit qu'il n'y a point à Nantes de vaisseau qui puissent embarquer les six canons et les trois calèches que le Roi veut envoyer au Roi d'Espagne.,2,P3015,C10587
58,Surveillera la fabrication des toiles à voiles.,2,P3015,C10588
58,Surveillera la fabrication des toiles à voiles.,2,P3015,C10589
58,Surveillera la fabrication des toiles à voiles.,2,P3015,C10590
79,,4,P3015,N6227
126,Commande les flûtes la Gironde et la Charente.,1,P3084,C10792
126,Commande les flûtes la Gironde et la Charente.,1,P3084,C10793
126,"Entrepreneur des fortifications de La Rochelle. Présente une requête au sujet de l'achat de 3000 pièds de pins qu'il a achetés dans la forêt d'Arvert, demandant une surséance aux poursuites que les fermiers des domaines font contre lui.",1,P3096,C10815
126,Réclame au sujet des pertes qu'il a faites sur ses matériaux.,1,P3096,C10817
126,Reçoit une indemnité de 1600 livres.,1,P3096,C10816
126,Interdit comme prévaricateur.,1,P3098,C10826
126,Le Roi lui accorde la permission de venir à Rochefort.,1,P3098,C10827
126,Accusé de malversation.,1,P3098,C10819
126,Capitaine d'une compagnie franche.,1,P3098,C10820
60,"Lieutenant de vaisseau, capitaine de compagnie, part en recrue.",2,P3098,C10830
60,"Ecrit que deux soldats envoyés en recrue ont été, l'un tué, l'autre blessé, par les paysans de Saint-Georges-des-Côteaux, près de Saintes.",2,P3098,C10823
60,"Est-il fils du sieur Gédéon Deville, ci-devant capitaine de vaisseau.",2,P3098,C10824
60,"Est-il fils du sieur Gédéon Deville, ci-devant capitaine de vaisseau.",2,P3098,C10825
48,"Réclame une dette au sieur de Tasseran, lieutenant d'infanterie à La Havane.",3,P3098,C10831
