page,tome,ID,cID
43,3,P2872,C10133
43,3,P2872,C10129
43,3,P2872,C10132
43,3,P2872,C10134
43,3,P2872,C10135
122,1,P2875,C10140
122,1,P2889,N5923
123,1,P2970,C10438
124,1,P3020,C10597
125,1,P3027,C10646
125,1,P3062,C10731
125,1,P3062,C10732
125,1,P3062,C10730
257,1,A99,C10797
257,1,A99,C10798
257,1,A99,C10799
126,1,P3088,N6402
60,2,P3088,C10803
128,1,P3135,C11010
64,2,P3135,C11017
64,2,P3135,C11018
49,3,P3135,C11019
49,3,P3135,C11009
49,3,P3135,C11004
88,6,P3135,C11007
88,6,P3135,C11008
88,6,P3135,C11012
88,6,P3135,C11003
88,6,P3135,C11002
88,6,P3135,C11015
88,6,P3135,C11020
88,6,P3135,C11000
88,6,P3135,C11016
89,6,P3135,C11011
89,6,P3135,C11001
89,6,P3135,C11021
89,6,P3135,C11013
99,7,P3135,C11005
99,7,P3135,C11006
99,7,P3135,C11014
128,1,P3141,C11040
128,1,P3141,C11039
128,1,P3141,C11037
128,1,P3141,C11038
257,1,A103,C11086
129,1,P3186,C11113
129,1,P3194,C11132
129,1,P3195,C11133
130,1,P3243,N6745
130,1,P3255,C11419
130,1,P3255,C11420
131,1,P3283,C11517
257,1,A107,C11702
257,1,A107,C11701
133,1,P3393,C11936
134,1,P3437,N7220
135,1,P3483,N7316
135,1,P3488,C12189
135,1,P3507,C12251
136,1,P3559,C12445
137,1,P3583,N7559
137,1,P3583,N7560
88,5,P3583,C12502
88,5,P3583,C12498
88,5,P3583,C12508
88,5,P3583,C12496
88,5,P3583,C12501
88,5,P3583,C12507
88,5,P3583,C12499
88,5,P3583,C12500
88,5,P3583,C12511
88,5,P3583,C12493
88,5,P3583,C12509
88,5,P3583,C12512
100,6,P3583,C12495
100,6,P3583,C12505
112,7,P3583,C12497
112,7,P3583,C12510
112,7,P3583,C12494
112,7,P3583,C12503
79,8,P3583,C12504
83,9,P3583,C12506
137,1,P3589,N7567
100,6,P3589,C12520
100,6,P3589,C12521
100,6,P3589,C12519
138,1,P3639,C12665
138,1,P3639,C12664
138,1,P3639,C12666
257,1,A117,C12909
257,1,A117,C12910
257,1,A117,C12911
257,1,A117,C12912
257,1,A117,C12907
263,2,A117,C12908
258,1,A119,C13178
263,2,A119,C13143
263,2,A119,C13186
263,2,A119,C13157
263,2,A119,C13209
263,2,A119,C13101
263,2,A119,C13205
264,2,A119,C13197
264,2,A119,C13184
264,2,A119,C13142
264,2,A119,C13139
196,3,A119,C13109
196,3,A119,C13187
196,3,A119,C13169
196,3,A119,C13128
196,3,A119,C13211
196,3,A119,C13131
196,3,A119,C13215
196,3,A119,C13189
196,3,A119,C13127
196,3,A119,C13188
196,3,A119,C13207
196,3,A119,C13208
196,3,A119,C13129
196,3,A119,C13162
196,3,A119,C13151
197,3,A119,C13218
197,3,A119,C13106
197,3,A119,C13100
197,3,A119,C13113
197,3,A119,C13210
197,3,A119,C13097
197,3,A119,C13140
197,3,A119,C13132
197,3,A119,C13111
197,3,A119,C13105
197,3,A119,C13175
197,3,A119,C13172
197,3,A119,C13182
197,3,A119,C13122
197,3,A119,C13114
197,3,A119,C13146
197,3,A119,C13130
197,3,A119,C13149
197,3,A119,C13199
197,3,A119,C13138
197,3,A119,C13147
197,3,A119,C13116
197,3,A119,C13134
197,3,A119,C13135
198,3,A119,C13185
198,3,A119,C13156
198,3,A119,C13098
198,3,A119,C13108
198,3,A119,C13161
198,3,A119,C13121
198,3,A119,C13163
198,3,A119,C13194
198,3,A119,C13173
198,3,A119,C13200
198,3,A119,C13170
198,3,A119,C13179
198,3,A119,C13202
198,3,A119,C13174
198,3,A119,C13118
198,3,A119,C13104
296,4,A119,C13099
296,4,A119,C13160
296,4,A119,C13141
296,4,A119,C13164
296,4,A119,C13125
296,4,A119,C13115
297,4,A119,C13136
297,4,A119,C13119
297,4,A119,C13180
297,4,A119,C13217
297,4,A119,C13148
297,4,A119,C13165
297,4,A119,C13167
297,4,A119,C13102
297,4,A119,C13150
297,4,A119,C13183
297,4,A119,C13152
297,4,A119,C13107
298,4,A119,C13153
298,4,A119,C13158
298,4,A119,C13112
298,4,A119,C13181
298,4,A119,C13203
298,4,A119,C13120
298,4,A119,C13214
298,4,A119,C13204
298,4,A119,C13126
298,4,A119,C13171
298,4,A119,C13154
298,4,A119,C13213
298,4,A119,C13176
298,4,A119,C13117
298,4,A119,C13133
298,4,A119,C13177
298,4,A119,C13206
299,4,A119,C13196
299,4,A119,C13110
299,4,A119,C13198
299,4,A119,C13195
299,4,A119,C13201
299,4,A119,C13103
302,5,A119,C13137
302,5,A119,C13144
302,5,A119,C13192
303,5,A119,C13190
303,5,A119,C13145
303,5,A119,C13159
303,5,A119,C13168
303,5,A119,C13124
303,5,A119,C13166
303,5,A119,C13191
303,5,A119,C13155
304,5,A119,N7919
304,5,A119,C13096
304,5,A119,C13193
304,5,A119,C13123
304,5,A119,C13212
304,5,A119,C13216
304,5,A119,N7920
258,1,A125,N7949
265,2,A125,C13259
138,1,P3728,C13296
138,1,P3731,C13304
138,1,P3734,C13307
138,1,P3764,C13407
139,1,P3784,C13452
106,4,P3784,C13451
139,1,P3787,N8116
80,2,P3787,C13470
62,3,P3787,C13480
62,3,P3787,C13481
62,3,P3787,C13463
62,3,P3787,C13482
62,3,P3787,C13464
62,3,P3787,C13479
106,4,P3787,C13473
106,4,P3787,C13477
106,4,P3787,C13478
106,4,P3787,C13459
106,4,P3787,C13491
92,5,P3787,C13484
92,5,P3787,C13462
92,5,P3787,C13460
92,5,P3787,C13461
105,6,P3787,C13487
105,6,P3787,C13468
105,6,P3787,C13466
105,6,P3787,C13467
105,6,P3787,C13488
105,6,P3787,C13471
105,6,P3787,C13472
117,7,P3787,C13483
117,7,P3787,C13492
117,7,P3787,C13489
117,7,P3787,C13493
117,7,P3787,C13494
117,7,P3787,C13476
117,7,P3787,C13469
117,7,P3787,C13490
83,7,P3787,C13474
83,8,P3787,C13485
83,8,P3787,C13475
87,9,P3787,C13486
87,9,P3787,C13465
139,1,P4070,C14644
139,1,P3805,C13516
139,1,P3818,C13550
92,5,P3818,C13545
92,5,P3818,C13548
93,5,P3818,C13549
106,6,P3818,C13546
87,9,P3818,C13547
140,1,P3860,N8289
83,2,P3860,C13934
140,1,P3868,C13981
140,1,P3885,N8356
65,3,P3885,C14034
65,3,P3885,C14040
93,5,P3885,C14037
94,5,P3885,C14031
94,5,P3885,C14032
94,5,P3885,C14033
94,5,P3885,C14041
108,6,P3885,C14036
120,7,P3885,C14035
120,7,P3885,C14038
120,7,P3885,C14039
120,7,P3885,C14030
120,7,P3885,C14042
141,1,P3957,N8520
67,3,P3957,C14266
110,4,P3957,C14272
110,4,P3957,C14275
110,4,P3957,C14269
110,4,P3957,C14264
110,4,P3957,C14273
111,6,P3957,C14267
124,7,P3957,C14270
124,7,P3957,C14268
124,7,P3957,C14271
124,7,P3957,C14276
124,7,P3957,C14274
124,7,P3957,C14265
142,1,P4017,N8622
142,1,P4027,C14417
142,1,P4027,C14418
125,7,P4027,C14419
89,8,P4027,C14416
142,1,P4039,C14567
142,1,P4039,C14566
142,1,P4039,C14568
142,1,P4039,C14569
142,1,P4041,N8703
144,1,P4126,C14861
144,1,P4126,C14862
260,1,A138,C14866
260,1,A139,C14867
146,1,P4249,C15187
91,2,P4249,C15189
119,6,P4249,C15188
132,7,P4249,C15190
132,7,P4249,C15191
149,1,P4395,C15590
149,1,P4433,N9453
149,1,P4433,C15732
149,1,P4441,N9462
150,1,P4453,C15760
150,1,P4472,C15795
150,1,P4546,C15916
150,1,P4546,C15917
260,1,A148,N9644
153,1,P4679,C16177
153,1,P4702,C16199
99,2,P4702,C16197
78,3,P4702,C16198
78,3,P4702,C16200
78,3,P4702,C16203
78,3,P4702,C16204
111,5,P4702,C16201
131,6,P4702,C16210
131,6,P4702,C16208
131,6,P4702,C16209
145,7,P4702,C16202
145,7,P4702,C16205
101,8,P4702,C16211
101,8,P4702,C16207
107,9,P4702,C16206
153,1,P4722,N9862
154,1,P4796,C16421
154,1,P4796,C16422
260,1,A151,C16628
260,1,A151,C16636
272,2,A151,C16633
272,2,A151,C16630
272,2,A151,C16631
272,2,A151,C16635
272,2,A151,C16634
272,2,A151,C16632
325,6,A151,C16629
262,1,A158,C17113
156,1,P4992,C17412
156,1,P4992,C17411
156,1,P5022,N10596
119,5,P5022,C17487
119,5,P5022,C17489
119,5,P5022,C17498
119,5,P5022,C17484
119,5,P5022,C17494
119,5,P5022,C17496
119,5,P5022,C17492
119,5,P5022,C17493
119,5,P5022,C17490
119,5,P5022,C17491
119,5,P5022,C17495
139,6,P5022,C17486
139,6,P5022,C17497
153,7,P5022,C17485
153,7,P5022,C17499
153,7,P5022,C17500
153,7,P5022,C17501
153,7,P5022,C17488
223,1,B305,C17852
223,1,B309,C17863
224,1,B315,N10831
224,1,B315,C17884
224,1,B315,C17883
224,1,B315,C17885
224,1,B317,C17889
224,1,B317,C17890
224,1,B317,C17888
175,1,P5107,C17912
177,1,P5114,C17963
177,1,P5114,C17962
177,1,P5114,C17965
177,1,P5114,C17964
231,1,B335,C18002
231,1,B335,C18003
236,1,B339,N10930
236,1,B339,C18028
236,1,B339,C18027
228,1,B359,C18170
236,1,B371,N11076
236,1,B371,N11077
236,1,B371,C18243
239,1,B378,C18287
239,1,B378,C18286
239,1,B378,C18288
240,1,B381,N11127
240,1,B381,C18305
241,1,B382,N11128
241,1,B383,N11129
241,1,B383,N11130
246,1,B395,N11242
246,1,B397,N11245
246,1,B397,C18617
246,1,B397,C18618
248,1,B405,N11262
248,1,B405,N11263
248,1,B405,C18637
158,1,P5239,C18651
111,8,P5239,C18653
111,8,P5239,C18652
158,1,P5248,C18665
159,1,P5279,N11331
160,1,P5341,C18833
160,1,P5341,C18832
160,1,P5344,C18837
123,5,P5344,C18835
123,5,P5344,C18842
124,5,P5344,C18836
124,5,P5344,C18839
124,5,P5344,C18840
124,5,P5344,C18841
147,6,P5344,C18838
160,1,P5352,C18854
160,1,P5352,C18855
160,1,P5352,C18853
160,1,P5352,C18856
160,1,P5353,C18857
161,1,P5400,C18954
161,1,P5401,C18955
161,1,P5418,C19006
161,1,P5420,C19008
161,1,P5430,N11574
163,1,P5498,C19256
164,1,P5568,C19390
164,1,P5578,C19408
164,1,P5578,C19409
164,1,P5601,C19472
165,1,P5621,C19499
165,1,P5632,C19511
115,2,P5632,C19509
115,2,P5632,C19512
91,3,P5632,C19510
165,1,P5673,C19565
165,1,P5676,C19568
166,1,P5680,C19572
165,1,P5686,C19587
165,1,P5686,C19588
168,1,P5759,C19740
169,1,P5780,C19769
169,1,P5801,N12128
170,1,P5828,C19866
170,1,P5829,C19867
170,1,P5847,C19910
170,1,P5863,C19927
171,1,P5886,N12252
171,1,P5886,N12253
171,1,P5897,C19987
171,1,P5897,C19988
171,1,P5929,N12310
172,1,P5986,N12399
173,1,P6031,C20308
173,1,P6034,N12490
173,1,P6062,C20343
173,1,P6068,N12523
227,1,B422,N12583
228,1,B426,N12594
238,1,B450,C20506
239,1,B455,C20513
239,1,B456,N12659
240,1,B464,C20526
241,1,B468,C20545
241,1,B468,C20543
241,1,B468,C20544
243,1,B476,C20565
243,1,B478,C20570
243,1,B481,C20572
245,1,B492,C20598
246,1,B497,N12748
247,1,B512,C21143
177,1,P6307,C21186
178,1,P6385,C21331
178,1,P6395,C21343
178,1,P6395,C21344
178,1,P6395,C21347
178,1,P6395,C21348
178,1,P6395,C21346
178,1,P6395,C21345
179,1,P6413,N13375
179,1,P6413,C21449
181,1,P6532,C21850
135,2,P6532,C21841
135,2,P6532,C21838
135,2,P6532,C21831
108,3,P6532,C21837
108,3,P6532,C21834
108,3,P6532,C21835
108,3,P6532,C21847
108,3,P6532,C21848
166,4,P6532,C21836
167,4,P6532,C21844
167,4,P6532,C21855
167,4,P6532,C21846
167,4,P6532,C21845
167,4,P6532,C21853
167,4,P6532,C21854
167,4,P6532,C21840
167,4,P6532,C21829
167,4,P6532,C21842
167,4,P6532,C21849
167,4,P6532,C21852
167,4,P6532,C21843
167,4,P6532,C21833
167,4,P6532,C21839
167,4,P6532,C21851
167,4,P6532,C21832
167,4,P6532,C21830
182,1,P6592,C22042
182,1,P6603,C22058
182,1,P6620,C22085
182,1,P6634,C22111
182,1,P6682,C22189
183,1,P6720,N13938
183,1,P6730,C22335
183,1,P6743,C22389
183,1,P6743,C22390
139,2,P6743,N14000
139,2,P6743,C22388
139,2,P6743,C22391
139,2,P6743,C22392
111,3,P6743,C22393
183,1,P6754,C22453
184,1,P6766,N14083
186,1,P6922,N14377
186,1,P6922,C22972
186,1,P6935,C23006
186,1,P6935,C23005
187,1,P7047,C23220
187,1,P7048,C23221
187,1,P7056,N14586
209,7,P7056,N14587
209,7,P7056,C23253
209,7,P7056,C23251
210,7,P7056,C23255
210,7,P7056,C23256
210,7,P7056,C23252
210,7,P7056,C23258
210,7,P7056,C23249
210,7,P7056,C23250
210,7,P7056,C23254
210,7,P7056,C23257
210,7,P7056,C23259
188,1,P7074,C23332
188,1,P7145,C23548
188,1,P7145,C23549
189,1,P7218,N14891
189,1,P7245,N14931
190,1,P7272,N14968
190,1,P7275,C23785
191,1,P7326,C23924
191,1,P7341,N15089
191,1,P7365,N15125
194,1,P7644,C25397
194,1,P7653,C25474
125,3,P7653,C25475
125,3,P7653,C25473
195,1,P7749,C25646
196,1,P7831,N16102
198,1,P7971,C26220
199,1,P7992,C26294
132,3,P7992,C26295
200,1,P8055,N16596
200,1,P8059,C26704
200,1,P8077,C26733
200,1,P8100,C26791
201,1,P8183,C27190
201,1,P8187,N16888
169,2,P8187,C27200
169,2,P8187,C27204
217,6,P8187,C27201
217,6,P8187,C27207
217,6,P8187,C27202
217,6,P8187,C27203
217,6,P8187,C27205
217,6,P8187,C27206
173,8,P8187,C27199
201,1,P8203,C27271
201,1,P8218,C27299
203,1,P8632,C28885
203,1,P8632,C28884
203,1,P8333,C27615
203,1,P8333,C27616
203,1,P8367,N17200
205,1,P8425,C27892
205,1,P8425,C27893
205,1,P8450,C28161
205,1,P8451,N17422
206,1,P8488,N17502
206,1,P8488,N17503
206,1,P8492,N17506
206,1,P8519,C28341
206,1,P8522,C28351
206,1,P8522,C28349
206,1,P8522,C28350
173,2,P8522,N17565
173,2,P8522,C28348
206,1,P8537,C28369
206,1,P8537,C28371
174,2,P8537,C28370
174,2,P8537,C28378
139,3,P8537,C28381
139,3,P8537,C28376
139,3,P8537,C28379
139,3,P8537,C28373
222,4,P8537,C28367
222,4,P8537,C28377
181,7,P8537,C28368
251,7,P8537,C28374
181,8,P8537,C28375
181,8,P8537,C28372
181,8,P8537,C28365
186,9,P8537,C28366
186,9,P8537,C28380
206,1,P8556,C28423
207,1,P8561,C28432
139,3,P8561,C28426
223,4,P8561,C28427
223,4,P8561,C28431
251,7,P8561,C28433
182,8,P8561,C28429
186,9,P8561,C28430
186,9,P8561,C28428
207,1,P8586,C28496
208,1,P8711,N18017
208,1,P8711,C29142
208,1,P8728,C29278
208,1,P8732,N18105
209,1,P8755,C29408
260,7,P8755,C29407
209,1,P8797,N18248
209,1,P8797,N18249
209,1,P8801,N18257
210,1,P8900,N18460
182,2,P8900,C29879
182,2,P8900,C29880
182,2,P8900,C29881
182,2,P8900,C29882
182,2,P8900,C29883
182,2,P8900,C29876
183,2,P8900,C29878
183,2,P8900,C29877
210,1,P8916,C29935
212,1,P9008,C30092
212,1,P9008,C30093
212,1,P9119,C30425
214,1,P9267,C30823
215,1,P9276,C30841
215,1,P9276,C30842
215,1,P9314,C30934
215,1,P9332,C30980
217,1,P9463,N19545
217,1,P9463,C31661
217,1,P9486,N19583
217,1,P9486,N19584
217,1,P9497,C31726
257,6,P9497,C31727
257,6,P9497,C31729
257,6,P9497,C31730
257,6,P9497,C31725
281,7,P9497,C31724
281,7,P9497,C31728
199,8,P9497,N19599
217,1,P9505,N19612
195,2,P9505,C31738
218,1,P9528,C31798
218,1,P9528,C31799
218,1,P9538,C31821
218,1,P9567,C31884
219,1,P9607,N19788
197,2,P9607,C31972
197,2,P9607,C31965
197,2,P9607,C31973
198,2,P9607,C31961
198,2,P9607,C31962
155,3,P9607,C31963
155,3,P9607,N19780
155,3,P9607,C31964
155,3,P9607,C31968
155,3,P9607,C31969
155,3,P9607,C31966
155,3,P9607,C31967
155,3,P9607,C31971
155,3,P9607,C31974
249,4,P9607,N19790
227,5,P9607,C31970
220,1,P9783,N20065
220,1,P9783,C32381
220,1,P9783,C32382
220,1,P9783,C32380
221,1,P9783,C32379
94,1,P449,N1051
94,1,P477,N1090
254,1,A57,C6324
254,1,A57,C6322
254,1,A57,C6323
120,1,P2767,C9811
120,1,P2767,C9812
50,2,P2767,C9810
50,2,P2767,C9809
133,1,P3384,C11919
133,1,P3384,C11918
74,2,P3384,C11917
258,1,A121,C13228
259,1,A131,C14077
157,1,P5061,C17596
157,1,P5061,C17610
104,2,P5061,C17593
104,2,P5061,C17603
104,2,P5061,C17606
104,2,P5061,C17598
104,2,P5061,C17600
104,2,P5061,C17602
104,2,P5061,C17609
104,2,P5061,C17589
104,2,P5061,C17608
104,2,P5061,C17605
104,2,P5061,C17590
104,2,P5061,C17591
105,2,P5061,C17594
105,2,P5061,C17597
105,2,P5061,C17592
105,2,P5061,C17601
105,2,P5061,C17604
105,2,P5061,C17607
105,2,P5061,C17588
105,2,P5061,C17595
83,3,P5061,N10666
83,3,P5061,C17599
209,1,P8763,C29417
238,6,P8763,C29418
215,1,P9290,C30886
215,1,P9290,C30887
88,1,P40,C282
1,2,P40,C283
88,1,P44,C291
1,2,P44,C290
89,1,P51,N166
1,9,P51,C331
89,1,P100,C521
89,1,P100,C520
250,1,A16,C661
250,1,A17,C662
251,1,A23,N551
251,1,A23,C1715
90,1,P160,C1721
90,1,P201,C1854
5,2,P201,C1853
7,7,P201,C1855
7,7,P201,C1856
90,1,P221,C1993
91,1,P269,C2086
91,1,P301,N834
91,1,P302,C2205
91,1,P302,C2206
91,1,P302,C2203
91,1,P302,C2204
91,1,P302,C2208
91,1,P302,C2207
92,1,P316,N852
92,1,P326,N861
92,1,P326,C2241
92,1,P326,C2240
92,1,P329,C2246
93,1,P345,C2281
93,1,P414,N997
93,1,P414,C2436
93,1,P414,C2437
93,1,P414,C2435
7,2,P414,C2438
7,2,P414,C2434
93,1,P421,N1009
94,1,P438,C2477
94,1,P455,C2504
96,1,P614,C2933
96,1,P655,C3101
96,1,P705,C3210
15,2,P705,C3202
14,3,P705,C3205
24,4,P705,C3204
24,4,P705,C3207
24,4,P705,C3209
24,4,P705,C3203
24,4,P705,C3208
24,4,P705,C3212
24,4,P705,C3206
24,4,P705,C3211
97,1,P745,N1605
98,1,P801,C3394
98,1,P810,C3416
98,1,P841,N1813
98,1,P852,N1843
252,1,A33,C3632
252,1,A34,C3773
188,3,A34,C3774
188,3,A34,C3775
99,1,P1034,N2124
100,1,P1061,C4057
100,1,P1076,N2217
21,2,P1076,C4093
100,1,P1139,N2355
22,2,P1139,N2354
101,1,P1217,C4465
38,4,P1217,C4468
38,4,P1217,C4467
38,4,P1217,C4466
101,1,P1241,C4500
103,1,P1427,N2866
26,2,P1427,C4919
26,2,P1427,C4920
104,1,P1467,C5089
43,4,P1467,C5085
43,4,P1467,C5082
44,4,P1467,C5088
44,4,P1467,C5083
44,4,P1467,C5091
44,4,P1467,C5087
44,4,P1467,C5086
35,5,P1467,C5090
36,8,P1467,C5081
36,8,P1467,C5084
104,1,P1487,C5139
105,1,P1580,N3239
105,1,P1623,C5658
253,1,A50,C5736
105,1,P1672,N3393
106,1,P1696,C5793
106,1,P1703,C5808
47,6,P1703,C5814
47,6,P1703,C5809
47,6,P1703,C5813
40,7,P1703,C5811
40,7,P1703,C5810
40,8,P1703,C5812
107,1,P1773,N3570
254,1,A54,C5966
108,1,P1833,C6244
59,7,P1833,N3715
254,1,A55,C6264
108,1,P1864,C6303
36,2,P1864,C6304
108,1,P1887,C6496
43,5,P1887,C6495
50,6,P1887,C6494
111,1,P2024,C6780
39,2,P2024,C6781
112,1,P2062,C6906
112,1,P2175,C7111
112,1,P2175,C7110
113,1,P2187,N4332
33,3,P2187,C7137
58,4,P2187,C7136
69,7,P2187,C7140
69,7,P2187,C7139
69,7,P2187,C7138
69,7,P2187,C7135
113,1,P2241,C7265
255,1,P2289,C8470
34,3,P2289,C8455
34,3,P2289,C8456
34,3,P2289,C8469
60,4,P2289,C8466
52,5,P2289,C8475
52,5,P2289,C8467
61,6,P2289,C8465
61,6,P2289,C8476
61,6,P2289,C8459
61,6,P2289,C8464
61,6,P2289,C8460
72,7,P2289,C8473
72,7,P2289,C8474
72,7,P2289,C8458
50,8,P2289,C8472
51,9,P2289,C8471
51,9,P2289,C8453
51,9,P2289,C8468
51,9,P2289,C8461
51,9,P2289,C8462
51,9,P2289,C8454
51,9,P2289,C8457
51,9,P2289,C8463
256,1,A91,N4837
116,1,P2408,N4985
116,1,P2466,C8919
120,1,P2554,C9189
120,1,P2557,C9206
120,1,P2575,C9241
126,1,P2609,N5391
127,1,P2616,N5401
119,1,P2691,C9604
119,1,P2720,C9733
120,1,P2739,C9760
49,2,P2739,C9761
120,1,P2774,N5720
120,1,P2777,N5727
50,2,P2777,C9842
50,2,P2777,C9843
50,2,P2777,C9845
50,2,P2777,C9841
62,5,P2777,C9844
63,5,P2777,C9846
122,1,P2893,N5934
256,1,A111,C12731
123,1,P2969,N6105
55,2,P2969,N6103
55,2,P2969,C10437
125,1,P3055,N6335
125,1,P3061,C10729
131,1,P3291,N6862
69,2,P3291,N6854
69,2,P3291,C11548
69,2,P3291,C11553
69,2,P3291,C11565
69,2,P3291,C11563
69,2,P3291,C11564
69,2,P3291,C11544
69,2,P3291,C11542
69,2,P3291,C11543
69,2,P3291,C11540
69,2,P3291,C11558
69,2,P3291,C11562
69,2,P3291,C11549
69,2,P3291,C11561
69,2,P3291,C11538
69,2,P3291,C11539
69,2,P3291,C11550
69,2,P3291,C11551
69,2,P3291,C11541
70,2,P3291,N6859
70,2,P3291,C11557
52,3,P3291,C11559
52,3,P3291,C11560
52,3,P3291,C11546
52,3,P3291,C11547
52,3,P3291,C11554
52,3,P3291,C11555
52,3,P3291,C11556
87,4,P3291,C11552
79,5,P3291,C11545
131,1,P3316,N6946
71,2,P3316,C11678
71,2,P3316,C11682
71,2,P3316,C11683
53,3,P3316,C11680
53,3,P3316,C11679
81,5,P3316,C11681
133,1,P3389,C11930
75,2,P3389,C11931
134,1,P3426,C12028
76,2,P3426,C12029
76,2,P3426,C12027
94,4,P3426,C12026
108,7,P3426,C12030
136,1,P3532,C12379
78,2,P3532,C12378
78,2,P3532,C12382
78,2,P3532,C12383
78,2,P3532,C12384
78,2,P3532,C12389
78,2,P3532,C12377
58,3,P3532,C12390
58,3,P3532,C12391
58,3,P3532,C12392
58,3,P3532,C12393
98,4,P3532,C12394
98,4,P3532,C12395
98,4,P3532,C12387
87,5,P3532,C12385
87,5,P3532,C12376
111,7,P3532,C12397
112,7,P3532,C12400
79,8,P3532,C12398
78,8,P3532,C12399
78,8,P3532,C12386
78,8,P3532,C12396
78,8,P3532,C12388
79,8,P3532,C12380
79,8,P3532,C12381
258,1,A120,C13223
258,1,A126,C13512
266,2,A126,C13513
258,1,A129,C13880
259,1,A129,C13735
259,1,A129,C13838
267,2,A129,C13674
267,2,A129,C13675
267,2,A129,C13693
267,2,A129,C13661
267,2,A129,C13688
267,2,A129,C13797
267,2,A129,C13795
267,2,A129,C13684
267,2,A129,C13718
267,2,A129,C13844
267,2,A129,C13845
267,2,A129,C13784
267,2,A129,C13687
267,2,A129,C13790
267,2,A129,C13747
267,2,A129,C13698
268,2,A129,C13789
268,2,A129,C13721
268,2,A129,C13695
268,2,A129,C13818
268,2,A129,C13823
268,2,A129,C13796
268,2,A129,C13680
268,2,A129,C13682
268,2,A129,C13748
268,2,A129,C13857
268,2,A129,C13792
268,2,A129,C13794
268,2,A129,C13673
269,2,A129,C13788
269,2,A129,C13798
269,2,A129,C13749
269,2,A129,C13745
269,2,A129,C13793
269,2,A129,C13686
269,2,A129,C13896
269,2,A129,C13900
269,2,A129,C13733
269,2,A129,C13889
269,2,A129,C13746
269,2,A129,C13657
269,2,A129,C13914
270,2,A129,C13739
270,2,A129,C13777
199,3,A129,N8223
199,3,A129,C13912
199,3,A129,C13849
199,3,A129,C13783
199,3,A129,C13743
199,3,A129,C13663
199,3,A129,C13681
199,3,A129,C13751
199,3,A129,C13799
199,3,A129,C13750
199,3,A129,C13834
199,3,A129,C13666
199,3,A129,C13883
199,3,A129,C13722
199,3,A129,C13731
199,3,A129,C13859
199,3,A129,C13901
199,3,A129,C13676
200,3,A129,C13865
200,3,A129,C13754
200,3,A129,C13665
200,3,A129,C13785
200,3,A129,C13787
200,3,A129,C13652
200,3,A129,C13786
200,3,A129,C13668
200,3,A129,C13658
200,3,A129,C13905
200,3,A129,C13691
200,3,A129,C13817
200,3,A129,C13882
200,3,A129,C13659
200,3,A129,C13689
200,3,A129,C13839
200,3,A129,C13669
200,3,A129,C13888
200,3,A129,C13850
200,3,A129,C13781
200,3,A129,C13778
200,3,A129,C13779
201,3,A129,C13780
201,3,A129,C13690
201,3,A129,C13875
201,3,A129,C13717
201,3,A129,C13848
201,3,A129,C13692
201,3,A129,C13851
201,3,A129,C13742
201,3,A129,C13667
201,3,A129,C13737
201,3,A129,C13861
201,3,A129,C13685
201,3,A129,C13738
201,3,A129,C13774
201,3,A129,C13775
201,3,A129,C13852
201,3,A129,C13752
201,3,A129,C13660
201,3,A129,C13863
201,3,A129,C13736
202,3,A129,C13907
202,3,A129,C13866
202,3,A129,C13853
202,3,A129,C13720
202,3,A129,C13653
202,3,A129,C13864
202,3,A129,C13725
202,3,A129,C13728
202,3,A129,C13854
202,3,A129,C13847
202,3,A129,C13916
202,3,A129,C13903
202,3,A129,C13696
202,3,A129,C13911
202,3,A129,C13723
202,3,A129,C13656
202,3,A129,C13729
202,3,A129,C13726
203,3,A129,C13855
203,3,A129,C13724
203,3,A129,C13727
203,3,A129,C13915
203,3,A129,C13886
203,3,A129,C13715
203,3,A129,C13909
299,4,A129,C13913
299,4,A129,C13800
299,4,A129,C13890
299,4,A129,C13706
299,4,A129,C13679
299,4,A129,C13910
299,4,A129,C13846
299,4,A129,C13654
300,4,A129,C13655
300,4,A129,C13776
300,4,A129,C13744
300,4,A129,C13677
300,4,A129,C13678
300,4,A129,C13714
300,4,A129,C13891
300,4,A129,C13791
300,4,A129,C13707
300,4,A129,C13881
300,4,A129,C13879
301,4,A129,C13899
301,4,A129,C13892
301,4,A129,C13708
301,4,A129,C13670
301,4,A129,C13671
301,4,A129,C13662
301,4,A129,C13874
304,5,A129,C13827
304,5,A129,C13807
304,5,A129,C13802
304,5,A129,C13815
305,5,A129,C13814
305,5,A129,C13709
305,5,A129,C13816
305,5,A129,C13819
305,5,A129,C13822
305,5,A129,C13820
305,5,A129,C13821
305,5,A129,N8254
305,5,A129,C13782
305,5,A129,C13826
305,5,A129,C13730
305,5,A129,C13843
306,5,A129,N8255
306,5,A129,C13904
306,5,A129,N8256
306,5,A129,C13806
306,5,A129,C13719
306,5,A129,C13664
306,5,A129,C13831
306,5,A129,C13805
306,5,A129,C13753
306,5,A129,C13867
306,5,A129,C13710
306,5,A129,C13876
306,5,A129,C13884
306,5,A129,C13885
306,5,A129,C13898
306,5,A129,C13868
307,5,A129,C13803
307,5,A129,N8258
307,5,A129,C13869
307,5,A129,C13699
307,5,A129,C13766
307,5,A129,C13765
307,5,A129,C13760
307,5,A129,C13772
307,5,A129,C13813
307,5,A129,C13804
307,5,A129,N8259
307,5,A129,C13809
308,5,A129,N8260
308,5,A129,C13862
308,5,A129,C13872
