page	contenu	tome	ID	cID
35	Evêque de La Rochelle a écrit à Pontchartrain que quelques officiers mariniers de la frégate Sirène avaient empêché d'autres nouveaux convertis et même des anciens catholiques de faire leurs pâques, vérifier le fait et les punir sérieusement.	2	P2000	C7058
37	Lieutenant de compagnie, obtient une prolongation de congé de quatre mois.	2	P2152	C7595
40	Est proposé par le supérieur des prêtres de la mission pour remplacer à la cure de Rochefort, le sieur de Lislefort qui est malade.	2	P2348	C8035
42	A opéré Bégon de la pierre, le 2 avril 1704.	2	P2477	C8354
43	Boucher de Rochefort.	2	P2537	C9698
43	Sera payé par le munitionnaire.	2	P2537	C9699
43	A réclamé au Ministre disant qu'il lui est dû plus de 20000 livres pour la viande qu'il a fournie à l'hôpital et aux vivres.	2	P2537	C9697
43	A formé une compagnie pour la fourniture des mâts, lui donner un maître mâteur habile.	2	P2543	C9724
43	Pilote de La Rochelle. D'Iberville le cite comme ayant fait plus de dix voyages au Canada.	2	P2587	C9837
43	Capitaine de vaisseau, obtient un congé de trois mois.	2	P2623	C9896
43	A fait une longue absence sans congé régulier. Le Roi veut qu'il réside au port, s'il prétend continuer ses services dans la Marine et obtenir des grâces.	2	P2623	C9895
63	Nommé garde de la Marine.	6	P2623	C9897
44	A remis un état des planches consommées dans l'arsenal pendant les six dernières années.	2	P2678	C10035
44	Commissaire, chargé de surveiller les consommations qui se font aux batteries des côtes.	2	P2678	C10036
45	En conflit avec Bégon, le Ministre lui donne tort.	2	P2678	C10037
45	Lieutenant de l'Opiniâtre, le laisser encore trois mois en prison pour lui apprendre à mieux remplir ses devoirs.	2	P2693	C10061
45	Mis en prison pour la conduite qu'il avait tenue sur un vaisseau de la compagnie de l'Assienté, est mis en liberté.	2	P2693	C10062
36	Lieutenant de frégate, embarque avec le sieur Duport.	3	P2693	C10060
45	De La Rochelle, a fait banqueroute par suite de celle du sieur Bion.	2	P2723	C10117
50	Le laisser à la demi-solde.	2	P2822	C10433
54	Restera sur l'Andromède.	2	P2830	C10443
54	Commande la frégate la Sirène.	2	P2830	C10441
74	Reprend son service.	4	P2830	C10442
60	Ambassadeur en Espagne.	2	P2854	C10561
46	Portugais, commande le Saint-Jean-Baptiste appartenant à des marchands de La Rochelle.	2	P2907	C10748
50	Enseigne de la compagnie de M. de Séguier.	2	P3036	C11066
82	Le Père, procureur des missions jésuites envoie à Québec deux religieux pour servir dans les missions du Canada, ils seront passagers sur l’Eléphant à la table du capitaine.	7	P3036	C11067
51	Lieutenant de vaisseau, commandera le vaisseau le Dangereux pour la compagnie royale de Saint-Domingue.	2	P3068	C11116
52	Envoyé à Rochefort par les munitionnaires généraux des armées navales du Roi pour arrêter les comptes des années 1701 à 1704.	2	P3090	C11167
53		2	P3137	N6812
73	Recherche mademoiselle Macnemara en mariage.	4	P3137	C11371
73	Ne l'épousera pas parce qu'elle n'a rien.	4	P3137	C11370
54	Commissaire à Saint-Jean d'Angély.	2	P3210	C11576
75	Commissaire des classes.	4	P3210	C11575
75	Lettre au ministre au sujet des honneurs à rendre aux commissaires décédés.	4	P3210	C11579
75	La veuve Desallars demande à faire exercer la charge de commissaire des classes au Port des Barques par le sieur Hervé, son frère, en attendant que son fils soit en âge d'en être pourvu.	4	P3210	C11578
75	Passe la charge à son fils.	4	P3210	C11580
66	Veuve, le Conseil de marine lui accorde une gratification de 800 livres, au sujet de la charge de commissaire des classes prise par son fils.	5	P3210	C11581
66	Demande un arrêt de surséance, refusé.	5	P3210	C11577
57	Capitaine de compagnie, a un débat avec le sieur Séguyer, le faire terminer au plus tôt.	2	P3263	C11733
58	De Rochefort, réclame une dette de 105 livres au sieur de Salagnac.	2	P3276	C11765
58	Enseigne de vaisseau.	2	P3307	C11891
81	Enseigne de vaisseau. Se retire du service avec la demi-solde de 300 livres.	6	P3307	C11892
59		2	P3351	N7316
65	Le Roi ne veut pas intervenir dans le débat entre la veuve Foucher et lui.	2	P3468	C12437
68	Offre de vendre au Roi une pièce de canon de 18 provenant d'une prise.	2	P3583	C12886
68	Acheter ce canon sur le prix de l'estimation.	2	P3583	C12885
70	Réclame pour des fournitures faites à la Havane à l'escadre de M. de Châteaurenault.	2	P3606	C12993
70	Capitaine de compagnie, embarque sur l'Arrogant.	2	P3630	C13074
70	Un caporal de la compagnie de Dudéron a engagé six soldats près d'Agen, faire rechercher ces hommes et les amener à Rochefort.	2	P3630	C13076
70	A reçu des avances du commissaire Roger pour la subsistance des soldats qu'il a ramenés de Lisbonne.	2	P3630	C13073
70	A engagé des soldats au Portugal, pour remplacer ceux qui avaient été tués à Gibraltar, lui faire donner 18 livres par homme.	2	P3630	C13072
71	Remboursé des frais qu'il a faits à Lisbonne pour engager des soldats.	2	P3630	C13075
71	Le sieur Dufaux et sa femme sont caution de la frégate la Forbane dont l'équipage a été condamné aux galères à Lisbonne. Le Roi a payé 300 livres pour eux, le faire rembourser par le sieur Dufaux.	2	P3633	C13093
71	N'a pas la somme avancée pour lui par le Roi. Les officiers de l'Amirauté en sont responsables.	2	P3633	C13094
71	Fournisseur.	2	P3647	C13131
71	Lui payer les 16 milliers de fil de caret qu'il à livrés.	2	P3647	C13132
106	Veuve, réclame une dette à la Marine.	7	P3647	C13133
73	Fait caréner un navire destiné à la compagnie de l'Assienté.	2	P3683	C13255
54	Marchand de La Rochelle. Demande à faire caréner un de ses bâtiments dans l'arsenal de Rochefort. Le roi le lui accorde, mais il devra payer cher.	3	P3683	C13259
55	Demande le mât de misaine du François pour un navire qu'il aime. Le lui faire payer le triple de sa valeur.	3	P3683	C13253
55	Demande le mât de misaine du François pour un navire qu'il aime. Le lui faire payer le triple de sa valeur.	3	P3683	C13254
55	Lettre au sujet de madame Mouchard.	3	P3683	C13257
92	Marchand de La Rochelle. Demande un passeport pour le vaisseau le Saint-Jean-Baptiste. Refusé.	4	P3683	C13258
82	Négociant de La Rochelle.	5	P3683	C13260
82	Associé dans l'armement du navire le Prince des Asturies, demande à être payé de la somme de 5808 livres qui lui est dû.	5	P3683	C13252
82	Placet.	5	P3683	C13262
94	Négociant à La Rochelle. A la permission de faire la traite des nègues.	6	P3683	C13261
77	Fournisseur de bois.	9	P3683	C13256
75	Ecrit au Ministre au sujet d'une dette de 1800 livres qu'avait envers lui le sieur Montplaisir, capitaine d'armes de sa compagnie qui vient de mourir subitement à La Rochelle.	2	P3719	C13354
75	N'a pas reçu d'appointements depuis 15 mois, lui donner de l'argent pour aller en recrue.	2	P3719	C13355
75	Matelot de la frégate la Sirène, a été empêché par Pierre Grelier de faire ses Pâques.	2	P3737	C13413
56	Brigadier des gardes du roi.	3	P3737	C13406
56	Devait armer à Toulon le vaissau l'Heureux Retour. Dettes contractées	3	P3737	C13411
56	Veut armer une frégate en course ; il n'y en a pas de libre.	3	P3737	C13416
56	Chercher des prétextes et ne rien lui accorder.	3	P3737	C13407
56	Chercher des prétextes et ne rien lui accorder.	3	P3737	C13408
56	Demande la frégate l'Hermione pour l'armer en course.	3	P3737	C13410
56	Se propose ave le chevalier de Noé d'armer une frégae en course.	3	P3737	C13415
95	Matelot déserteur arrêté à Fontenay-le-Comte. L’envoyer à Rochefort, où on le mettra en prison jusqu’à son départ pour les colonies.	6	P3737	C13414
95	Chirurgien à Rochefort. A demandé à passer à Saint-Domingue avec sa femme et son enfant. Refusé. Il y a déjà trop de chirurgiens dans cette île.	6	P3737	C13409
74	Embarqué sur le Héros pour l’île Royale.	8	P3737	C13412
77	Marchand de La Rochelle, demande un convoi pour escorter les vaisseaux le Pontchartrain, le Phelypeaux et le Dauphin destinés pour les Îles.	2	P3826	C13636
77	On a porté chez lui l'argent de feu sieur de Grosbois.	2	P3826	C13638
57	Marchand de La Rochelle. Lettre au sujet d'un chargement de sucre et de gingembre avarié.	3	P3826	C13637
57	Demande que le roi lui accorde 25 soldats ou marins pour mettre sur son vaisseau qu'il envoie aux iles. Réfusé.	3	P3826	C13633
57	Les soldats lui sont accordés. Il portera des vivres aux iles.	3	P3826	C13634
57	Les soldats lui sont accordés. Il portera des vivres aux iles.	3	P3826	C13635
85	Banquier à La Rochelle. Réclamation à la compagnie de l'Assiente.	5	P3826	C13632
77	Médecin entretenu a écrit à Pontchartrain une lettre datée de La Rochelle, il faut qu'il réside à Rochefort.	2	P3841	C13695
77	Ecrivain du Roi sur la Badine, bâtiment au service de la compagnie de l'Assienté.	2	P3841	C13684
96	Pilote de la Tremblade. Envoyé à Toulon.	4	P3841	C13699
97	Receveur des traites de la terre de Chef-Boutonne.	4	P3841	C13700
97	Mémoire sur le récurement d'un canal près Marans qui cause beaucoup de dommage dans l'état qu'il est à présent.	4	P3841	C13696
86	Garde de la marine, de Brest, réclame pour sa solde pendant la campagne qu'il a fait sur l'Indien, en 1706, de l'armement de feu M. d'Herville.	5	P3841	C13686
97	Vice-consul à Vigo.	6	P3841	C13705
111	Signale des désertions fréquentes des matelots des bateaux, pêcheurs de morue.	7	P3841	C13703
111	Passager sur l’Eléphant.	7	P3841	C13698
111	Signale des désertions fréquentes des matelots des bateaux, pêcheurs de morue.	7	P3841	C13704
110	On a demandé pour lui une place au Ministre.	7	P3841	C13697
110	Intendant de la Nouvelle-France a fait embarquer sur l’Eléphant des bois et du goudron pour le port de Rochefort.	7	P3841	C13691
111	Intendant de la Nouvelle-France a fait embarquer sur l’Eléphant des bois et du goudron pour le port de Rochefort.	7	P3841	C13692
111	Se plaint qu’on n’envoie pas assez d’engager au Canada.	7	P3841	C13702
111	Fait fabriquer à Beauvais des couvertures pour les sauvages pour supplanter celles d’Angleterre.	7	P3841	C13685
111	Le chanvre envoyé du Canada est de mauvaise qualité.	7	P3841	C13693
111	Le chanvre envoyé du Canada est de mauvaise qualité.	7	P3841	C13694
110	A demandé au Ministre une augmentation d’appointement pour son petit-fils le sieur de Combourg, écrivain.	7	P3841	C13680
76	Commandant un navire du Sieur Rasteau, le commissaire Salmon lui a prêté une ancre à la Nouvelle-Orléans, cette ancre est perdue, la faire payer ; lettre à ce sujet.	8	P3841	C13682
76	Déposer dans les magasins du Port les 16 caisses renfermant les livres et instruments d’astronomie appartenant à Monsieur Dupuy qui ont été apportés par le Rubis.	8	P3841	C13683
76	Ci-devant intendant du Canada, garder les caisses dans les magasins du Roi à Rochefort en attendant que les commissaires du Conseil aient terminé ses affaires.	8	P3841	C13681
81	Voir Cochon Du Puy. Dupuy fils fait un voyage à Paris. Le Ministre est disposé à l'entretenir dans le service.	9	P3841	C13706
81	Reçoit une gratification extraordinaire de 600 livres.	9	P3841	C13701
81	Gratification de 400 livres, en considération des soins qu'il prend de l'Ecole d'anatomie.	9	P3841	C13687
81	Vu retenir au service que les meilleurs des Elèves chirurgiens.	9	P3841	C13707
81	Gratification de 600 livres.	9	P3841	C13688
81	Gratification de 600 livres.	9	P3841	C13689
81	Gratification de 600 livres.	9	P3841	C13690
78	Ecrivain à Plaisance (voir Durand). Obtient un congé, à passé en France.	2	P3866	C13839
78	Ecrivain à Plaisance (voir Durand). Obtient un congé, à passé en France.	2	P3866	C13840
78	A fait, de bonne volonté, une recrue de soldat, pour l'Amérique.	2	P3888	C13884
78	S'embarquera pour Saint-Domingue.	2	P3888	C13886
78	Passager sur le Pélican ou le Palmier.	2	P3888	C13885
78	Brigadier des gardes de la Marine, n'embarque pas sur le Pélican.	2	P3901	C13910
78	Brigadier des gardes de la Marine, n'embarque pas sur le Pélican.	2	P3901	C13911
78	Veut acheter une charge de lieutenant garde-côtes, mais voudrait être nommé, à cette occasion, lieutenant de vaisseau, le Roi ne veut point admettre de condition, pour l'achat des charges.	2	P3901	C13913
78	Prend la lieutenance-générale de la capitainerie de M. de Belmont.	2	P3901	C13912
79	Gentilhomme d'Anjou, qui vient du Canada, obtient du Roi son passage pour retourner dans cette colonie, avec sa famille.	2	P3955	C14059
79	Gentilhomme d'Anjou, qui vient du Canada, obtient du Roi son passage pour retourner dans cette colonie, avec sa famille.	2	P3955	C14060
60	Doit recevoir en paiement les ordonnances de monsieur de Lubert offertes par monsieur de Culant..	3	P3955	C14058
60	Chargé de recouvrement de la finance des officiers garde-côtes.	3	P3955	C14056
60	Chargé de recouvrement de la finance des officiers garde-côtes.	3	P3955	C14057
100		4	P3955	N8734
89	Sera passager sur l'Atalante.	5	P3955	C14062
101	Passager sur Le Héros. Demande d’explications.	6	P3955	C14061
85	De Rochefort, réclame des sommes qui lui sont dûes par divers officiers.	2	P4353	C16250
86	Le Roi juge à propos de ne pa se mêler de son débat avec messieurs de Ricous et Doroigne, elle peut agir en justice réglée si elle le désir.	2	P4353	C16251
86	Matelot de l'Île d'Oléron, s'est plaint à Pontchartrain de ce qu'en retournant de campagne, il a trouvé sa femme mariée à un autre. Ayant réclamé au curé de Saint-Pierre qui l'avait marié, celui-ci le menaça de coups de bâton. Faire une enquête. 	2	P4398	C16354
86	Rapport de l'évêque de Saintes à ce sujet.	2	P4398	C16355
86	Le curé de Saint-Pierre d'Oléron est déplacé pour sa mauvaise conduite et particulièrement pour avoir marié la femme du matelot absent. Cette femme et le prétendu dernier mari n'habiterait pas ensemble.	2	P4398	C16353
86	Contre-maître charpentier.	2	P4402	C16359
89	A fait un rapport à Bégon sur les maladies qui régnent à Rochefort et aux environs.	2	P4561	C16999
89		2	P4566	N10551
90		2	P4635	N10698
90	Agréé pour une charge d'archer au département de Rochefort.	2	P4653	C17319
91	Et sa fille obtiennent leur passage sur le Pélican sur la demande de l'évêque de La Rochelle.	2	P4683	C17363
93	Marchand de La Rochelle réclame une indemnité pour une flûte qu'il a frêtée pour le service du Roi et qui a été prise par l'ennemi.	2	P4841	C17864
93	Le Roi lui fait payer la somme à laquelle son navire a été estimé.	2	P4841	C17860
73	Marchand de Bordeaux. Propriétaire avec Bilatte de la flûte le François.	3	P4841	C17862
73	Marchand de Bordeaux. Propriétaire avec Bilatte de la flûte le François.	3	P4841	C17863
73	Il lui est défendu de faire commerce au Canada.	3	P4841	C17859
73	Marchand de La Rochelle. Réclame le remplacement de 1600 livres de poudre qu'il a fournies à Québec pour les salves.	3	P4841	C17865
73	Marchand de La Rochelle. Réclame le remplacement de 1600 livres de poudre qu'il a fournies à Québec pour les salves.	3	P4841	C17866
118	Fournisseur de farine.	4	P4841	C17858
118	Traité passé avec lui au sujet de l'armement du Héros.	4	P4841	C17871
118	Traité passé avec lui au sujet de l'armement du Héros.	4	P4841	C17872
118	Négociant de La Rochelle. Poursuivi par le contrôleur de la Marine pour compter ce qu'il doit à Sa Majesté.	4	P4841	C17867
119	S'offre pour cautionner le sieur de Neuville.	4	P4841	C17869
119	S'offre pour cautionner le sieur de Neuville.	4	P4841	C17870
119	Par sa soumission est entré en lieu et place des sieurs Châtelain et de Neuville, pour les dettes de l'armement Duclerc. Placet.	4	P4841	C17868
119	Lettre.	4	P4841	C17861
94	Charpentier-mâteur.	2	P4958	C18159
94		2	P4968	N11335
94		2	P4968	N11336
95	Officier marinier de la Sirène, accusé d'avoir empêché le nommé Dumont, matelot, de faire ses pâques, l'arrêter.	2	P5022	C18295
95	Prêtre de Calais, réclame comme héritier, les appointements dûs au feu sieur Lebert. Cet argent a été déposé par le chevalier Desaugiers au bureau des classes.	2	P5038	C18325
99	Capitaine de frégate, commande la Sibylle.	2	P5175	C18632
99	Son cuisinier s'est plaint au Ministre de n'être pas payé, ordre de retenir ses appointements, s'il ne satisfait pas cet homme.	2	P5175	C18656
99	Agréé comme commissaire des classes pour le port de Rochefort.	2	P5175	C18630
78	Pontchartrain trouve que Guillotin qui a dans l'ile d'Oléron, une très jolie terre, d'un bon revenu, et qui a gagné beaucoup d'argent dans sa campagne de Carthagènre,a le devoir d'acheter la capitainerie d'Oléron.	3	P5175	C18651
78	Lettre de Pontchartrain à Guillotin pour l'engager à acheter cette charge de garde-côtes.	3	P5175	C18643
78	A pris la capitainerie d'Oléron.	3	P5175	C18629
78	Reçoit le commandement des batteries de l'ile d'Oléron.	3	P5175	C18655
78	Prêtera serment devant les officierss de l'amirauté de Marennes en qualité de capitaine général garde-côtes de l'ile d'Oléron.	3	P5175	C18653
78	Prêtera serment devant les officierss de l'amirauté de Marennes en qualité de capitaine général garde-côtes de l'ile d'Oléron.	3	P5175	C18654
78	Comme capitaine général garde-côtes demande le dixième du produit de la vente de la barque la Cécile, de Plymouth, échouée dans l'étendu des ses dépendances.	3	P5175	C18634
78	Comme capitaine général garde-côtes demande le dixième du produit de la vente de la barque la Cécile, de Plymouth, échouée dans l'étendu des ses dépendances.	3	P5175	C18635
124	Lettre au sujet de la fille Farcot, habillée en soldat.	4	P5175	C18642
124	A l'ordre de prendre soin des revues à l'île d'Oléron.	4	P5175	C18628
124	Capitaine de frégate. Ecrit au ministre pour être payé de ses appointements pendant le temps qu'il a été employé à l'île d'Oléron à la garde-côte.	4	P5175	C18633
124	Capitaine de brûlot en 1673. Capitaine de frégate légère en 1675, lieutenant-général garde-côte, riche. Ayant bonne réputation dans le pays.	4	P5175	C18631
125	Lettre.	4	P5175	C18644
125	Natif d'Oléron. D'une famille peu distinguée, âgé de 78 ans. De bonnes mœurs et considéré.	4	P5175	C18646
125	Natif d'Oléron. D'une famille peu distinguée, âgé de 78 ans. De bonnes mœurs et considéré.	4	P5175	C18647
125	Garde-Marine. Embarque sur le Ludlow.	4	P5175	C18637
111	Officier garde-côtes de l'ile d'Oléron, réclame 52 livres pour le sauvetage d'un mât.	5	P5175	C18648
111	Le payer.	5	P5175	C18641
131	Garde-côtes de l’île d’Oléron. Demande le remboursement des dépenses qu’il a faites en 1713 pour le sauvetage d’un mât. S’informer.	6	P5175	C18638
131	État des agrès et apparaux fournis par le sieur Guillotin.	6	P5175	C18658
131	Placet. Il réclame 52 livres.	6	P5175	C18650
131	Le Conseil le fait payer.	6	P5175	C18640
131	Porteur de la procuration de directeurs de la compagnie de Saint-Domingue. Réclame au sujet d’un paiement en billets de banque. Ils n’ont plus cours.	6	P5175	C18652
131	Demande que les 1300 livres dus à la compagnie soient payées en argent.	6	P5175	C18636
145	Habitant de l’île d’Oléron, demande le remboursement des frais qu’il a fait pour sauver un mât appartenant au roi, que les courants avaient porté à la côte de Saint-denis.	7	P5175	C18639
145	Lui payer les 52 livres qu’il a déboursés.	7	P5175	C18645
145	On lui paiera 60 livres.	7	P5175	C18649
107	Son passage lui est accordé pour la Martinique.	9	P5175	C18657
100	Demande la charge de prévôt de la Marine à Bayonne.	2	P5216	C18707
100	Soldat estropié, à la demi-solde.	2	P5265	C18833
100	Et sa fille obtiennent leur passage pour l'Amérique.	2	P5285	C18878
101	Récollet de Brouage, donne avis dans la conversion du nommé Belin.	2	P5302	C18908
101	Contre-maître canonnier demande la demi-solde.	2	P5403	C19369
101	Accordée.	2	P5403	C19368
101	Boucher, le payer.	2	P5350	C19130
102	Congédier le sieur Huet qui avait été agréé.	2	P5370	C19169
102	Comme commissaire aux classes pour le département d'Angoulême, et qui ne s'est pas mis en état de traiter.	2	P5370	C19168
103	Rayé de l'état des écrivains du port de Rochefot, pour avoir vendu des mâts à des marchands de Toulouse et de Bordeaux.	2	P5495	C20027
82	A traité de la charge de commissaires des classes à Toulouse. Il offre de fournir quelques mâtereaux pour l'aider à payer sa charge.	3	P5495	C20014
118	Ci-devant commissaire des classes à Toulouse, demande le remboursement des frais qu'il a fait dans ses voyages d'inspections des forêts, le payer.	5	P5495	C20016
118	Ci-devant commissaire des classes à Toulouse, demande le remboursement des frais qu'il a fait dans ses voyages d'inspections des forêts, le payer.	5	P5495	C20017
118	L'Intendant lui propose de se charger de l'exploitation et transport des bois de Landorte à 30 sous le pied cube vendus à Rochefort.	5	P5495	C20020
118	Offre de vendre au Roi pour le port de Rochefort, des bois provenant de la coupe de Mondan, dans la vallée d'Aure.	5	P5495	C20025
118	Lettre.	5	P5495	C20024
118	Traité pour l'achat du bois de Mondan.	5	P5495	C20029
118	Traité passé avec l'Intendant Beauharnais pour la fourniture de quatre cent jumelles de bois de sapin.	5	P5495	C20028
118	Proposition du sieur Joanin.	5	P5495	C20026
118	Il a un procès à Toulouse, on traitera avec lui après le procès terminé.	5	P5495	C20018
118	Il a un procès à Toulouse, on traitera avec lui après le procès terminé.	5	P5495	C20019
138	Ancien commissaire aux classes, à Toulouse. Adjudicataire de la coupe de la forêt de sapin appartenant à la communauté de Tramesaignes [Tramezaïgues, dép. Hautes-Pyrénées], dans la vallée d’Aure, aux Pyrénées ; veut reprendre un traité de fourniture de bois ébauché avec l’intendant de Rochefort et interrompu par un procès. Mémoire adressé au Conseil de Marine. Teneur du traité.	6	P5495	C20015
138	Le traité est passé avec lui pour la fourniture de 400 jumelles de sapin de la forêt de Mondan.	6	P5495	C20021
138	Le traité est passé avec lui pour la fourniture de 400 jumelles de sapin de la forêt de Mondan.	6	P5495	C20022
138	Le traité est passé avec lui pour la fourniture de 400 jumelles de sapin de la forêt de Mondan.	6	P5495	C20023
103	A informé le Ministre que la flûte la Loire a embarqué à la Havane, une grande quantité de marchandises pour la compagnie de l'Assienté.	2	P5515	C20062
82	Directeur de la compagnie de l'Assienté à La Havane.	3	P5515	C20064
82	Directeur de la compagnie de l'Assienté à La Havane.	3	P5515	C20065
82	Extrait des blés et farines fournis par monsieur de Jonchée à monsieur de Châteauguay, commandant le traversin l'Espérance, pour la garnison de Fort-Louis à la Louisiane, en 1706.	3	P5515	C20066
131	Directeur de la compagnie de l'Assiente à La Havane.  A eu des démèlés avec le capitaine de Nolinos.	4	P5515	C20063
103	Demande des agrès et apparaux pour remettre le vaisseau le Wesp en état de retourner de Plaisance en France.	2	P5518	C20092
103	A une affaire avec un commis de fond de cale.	2	P5518	C20090
82	Commande le vaisseau l'Indien.	3	P5518	C20091
82	Prêt à partir.	3	P5518	C20097
82	Prêt à partir.	3	P5518	C20098
82	Ne peut pas prendre plus de 60 passagers.	3	P5518	C20095
82	A une affaire avec le curé d'une paroisse qui lui appartient.	3	P5518	C20089
82	Faire saisir les 110 barriques de sucre qu'il a fait embarquer pour son compte à bord de l'Indien.	3	P5518	C20094
82	A refusé de donner passage au sieur Arnaud de Courville.	3	P5518	C20088
83	Demande à se justifier devant le conseil de guerre.	3	P5518	C20093
83	Passera devant le conseil.	3	P5518	C20096
104	Commande la flûte la Charente.	2	P5532	C20132
105	Veuve du pilote, n'aura pas de pension, mettre son fils en état de gagner sa vie.	2	P5558	C20173
106	Marchand de La Rochelle, a expédié au Portugal un navire malgré la défense qu'avait fait connaître le commissaire Massiot. Ce navire a été pris par un corsaire de Saint-Sébastien. Le Roi veut punir ce marchand et faire un exemple.	2	P5592	C20281
83	Négociant à La Rochelle	3	P5592	C20283
132	Marchand de La Rochelle. Demande un passeport pour faire naviguer un navire portugais.	4	P5592	C20282
132	Demande la permission d'envoyer 60 tonneaux d'orge à Lisbonne.	4	P5592	C20280
132	Placet.	4	P5592	C20284
127		2	P5616	N12892
127	Qui commandait le Wesp, arrivé à La Rochelle.	2	P5616	C20634
107	Capitaine de la garnison du Fort-Royal, en Acadie, chargé de faire une levée de soldats. Pontchartrain lui a promis un louis d'or par homme.	2	P5635	C20772
107	Embarque sur le Profond, avec sa femme et des domestiques.	2	P5635	C20773
107	Réclame 10 livres par homme pour la recrue qu'il a faite.	2	P5635	C20774
118	Autorisé à se marier.	2	P5691	C21029
118	La Rigaudière-Froger, capitaine de flûte, passera à Brest pour commander l'Aurore, armée pour la compagnie de Saint-Domingue.	2	P5691	C21030
118	Autorisé à lever 30 ou 40 matelots pour l'équipage de cette frégate.	2	P5691	C21028
118	A déboursé de l'argent pour faire subsister les équipages de la Bellone et de l'Alcyon.	2	P5691	C21027
114	Il lui est arrivé un accident, maladie consécutive.	2	P6093	C22354
114	Le logement du sieur de Lalanne, décédé, est pris par son successeur.	2	P6093	C22355
116	Commissaire, a marqué les bois de construction de la forêt de Saint-Victour.	2	P6249	C22721
116	A fait un procès-verbal contre le procureur du Roi de la maîtrise des eaux-et-forêts de Fontenay-le-Comte.	2	P6249	C22711
116	A visité la futaie de Lescure, qui ne contient pas de bois pouvant servir à la Marine.	2	P6249	C22716
116	Doit visiter les bois de M. de Sourdis et de Mme la marquise de Vieuville.	2	P6249	C22726
117	A fait le procès-verbal des bois qu'il a trouvés dans le Poitou.	2	P6249	C22709
117	A visité les bois appartenant à Melle Bouin de Messingnac, tâcher de les lui faire vendre à la Marine.	2	P6249	C22717
117	M. de Saint-Victour a fait une plainte contre lui au sujet de la coupe de ses arbres, cette plainte est mal fondée.	2	P6249	C22731
117	A fait saisir la forêt de Brilhac appartenant à M. de Saint-Victour de Sénecterre.	2	P6249	C22710
93	Commissaire. Chargé de l'inspection des bois sur pied.	3	P6249	C22724
93	Est nommé commissaire au bureau des soldats.	3	P6249	C22727
93	Constestation avec le sieur du Bois de Villiers au sujet d'un procès-verbal d'épreuve des armes de la manufacture de Tulle.	3	P6249	C22725
93	Intercède en faveur du sieur du Bois de Villiers..	3	P6249	C22728
93	A certifié que la compagnie de Lepinay était complête. Pontchartrain trouve non et le réprimande. Justifications.	3	P6249	C22707
93	A dressé procès-verbal de la visite qu'il a faite dans les chambres des officiers de l'Amphitrite. N'a pas trouvé d'argent.	3	P6249	C22708
93	Lettre de service sur les affaires courantes.	3	P6249	C22730
93	Reçoit un ordre du roi pour faire mettre en liberté le sieur du Bois de Villiers, qui devra lui faire des excuses publiques.	3	P6249	C22737
93	Ci-devant lieutenant dans le second bataillon du régiment d'infanterie de Bugey. Mis en prison pour dettes envers le régiment.	3	P6249	C22720
93	Rapport contre lui par le sieur Delisle.	3	P6249	C22735
93	Nouveau conflit avec l'inspecteur Delisle. Bégon est chargé d'arranger l'affaire avec monsieur de la Galissonnière.	3	P6249	C22733
93	Absent sans congé. Le mettre en prison.	3	P6249	C22718
93	Nouveau conflit avec l'inspecteur Delisle. Bégon est chargé d'arranger l'affaire avec monsieur de la Galissonnière.	3	P6249	C22734
93	Chargé du magasin général..	3	P6249	C22719
93	A signalé à tort Moinet Thomas, comme déserteur et l'a fait mettre en prison.	3	P6249	C22713
93	Recommandé à Bégon par le ministre.	3	P6249	C22736
93	Le sieur Argenton, garde--magasin, lui a manqué de déférence.	3	P6249	C22729
93	Mémoire sur les fournitures et les réparations des armes des compagnies franches.	3	P6249	C22732
145	Commissaire, très bon serviteur.	4	P6249	C22722
145	Commissaire, très bon serviteur.	4	P6249	C22723
145	A une affaire sérieuse avec le sieur Argentan.	4	P6249	C22714
145	A une affaire sérieuse avec le sieur Argentan.	4	P6249	C22715
145	A signalé au ministre la présence du sieur Clergea à Rochefort.	4	P6249	C22712
118	Un des propriétaires du navire le Maréchal de France.	2	P6333	C22905
94	A payé sa charge.	3	P6333	C22887
95	Sub-délégué et procureur du roi des eaux-et-forets de Rochefort. Donne sa démission.	3	P6333	C22904
95	Commissaire de la Marine marié à madame Lobinois , qui était auprès de madame de Pontchartrain. Recommandé chaudement par le ministre.	3	P6333	C22892
147	Négociant de Marennes, fournisseur de sel. A frété plusieurs navires suédois. Difficultés.	4	P6333	C22902
147	Demande le département de Marennes pour son fils, en cas de mort du sieur Massiot.	4	P6333	C22893
147	Lettres de Lardreau père et fils.	4	P6333	C22898
147	Chargé par les fermiers généraux de faire porter 5000 muids de sel de Brouage à Nantes.	4	P6333	C22891
147	Lettre du ministre à son sujet. Réprimande suivi de bonnes paroles.	4	P6333	C22896
147	Aide-major garde-côtes de Marennes. Natif de Marennes, agé de 30 ans. Commissaire ordinaire de la Marine. Intelligent et de bonnes mœurs, riche.	4	P6333	C22889
148	Ecrit au sujet de son embarquement pour les Indes. Ne fera pas le voyage.	4	P6333	C22894
148	Annonce au ministre la mort de son père.	4	P6333	C22890
148	Lettre.	4	P6333	C22897
148	Lettres de Madame Lardreau.	4	P6333	C22899
148	Recommandation du ministre en sa faveur.	4	P6333	C22903
148	Affaires de famille.	4	P6333	C22888
