page	contenu	tome	ID	cID	lieu	test_lieu
34	De Rochefort. Réclame une dette au sieur le Brest.	3	P2527	C9683	['Rochefort', 'Brest']	Rochefort,Brest
35	Commandera les soldats envoyés à Soubise pour surveiller les relations des habitants avec les Hollandais.	3	P2645	C9959	['Soubise', 'Hollandais']	Soubise,Hollandais
36	Nommé capitaine réformé à condition fournir 50 hommes de recrue pour les iles d'Amérique.	3	P2682	C10042	['Amérique']	Amérique
37	Se plaint à Pontchartrain que les compagnies de la Marine qui sont en garnison sur la côte, tuent tout le gibier, n'épargnant même pas les réserves du gouverneur.	3	P2762	C10284	['Pontchartrain']	Pontchartrain
37	Commandant de Brouage.	3	P2762	C10283	['Brouage']	Brouage
48	Veuve d'un capitaine d'un détachement de marins au Canada. Avait obtenu du roi trois tonneaux de frêt sur le Héron. On ne lui a pris qu'un petit ballot pour lequel elle a payé. Enquête.	3	P2846	C10539	['Canada', 'Héron']	Canada,Héron
48	Garde de la Marine. L'envoyer à Brest pour déposer dans l'affaire de la prise de Bourbon.	3	P2870	C10578	['Brest']	Brest
38	Commissaire, de retour de Cayenne.	3	P2920	C10765	['Cayenne']	Cayenne
38	Conseiller au parlement de Bordeaux.	3	P2925	C10777	['Bordeaux']	Bordeaux
38	Offre de venir à Rochefort pour donner les moyens de faire du pain avec des racines.	3	P2925	C10778	['Rochefort']	Rochefort
39	Gentilhomme de Lausanne, passager sur l'Indien, se rend à Saint Domingue.	3	P2996	C10974	['Indien', 'Saint Domingue']	Indien,Saint Domingue
40	Commissaire des classes à Bayonne. Doit passer à la Louisiane.	3	P3000	C10982	['Bayonne', 'Louisiane']	Bayonne,Louisiane
40	Commissaire à La Louisiane. A vendu la corvette la Biche pour 6000 livres.	3	P3000	C10983	['La Louisiane']	La Louisiane
59	819 quintaux rebutés à Saint Domingue.	9	P3000	C10980	['Saint Domingue']	Saint Domingue
41	Capitaine au régiment de Gondin. Se plaint qu'à Chalais, en Saintonge, le population lui a enlevé le nommé Montrignait qui'l avait enrolé dans sa compagnie.	3	P3077	C11145	['Chalais', 'Saintonge']	Chalais,Saintonge
42	Commandant la noblesse de Saintonge, se plaint que sa capitation ait été augmentée.	3	P3113	C11340	['Saintonge']	Saintonge
43	Ingénieur. Sert à La Rochelle.	3	P3160	C11423	['La Rochelle']	La Rochelle
44	Principal commis du trésorier général des fortifications au pays d'Aunis.	3	P3197	C11522	['Aunis']	Aunis
44	Enseigne de vaisseau. Demande la permission d'épouser la demoiselle Naud, fille d'un marchand d'Oléron.	3	P3198	C11525	['Oléron']	Oléron
48	Demande l'exemption de taille et de logement des gens de guerre en considération de ses services.	3	P3205	C11568	['Demande']	Demande
48	Lettre du sieur des Roziers.	3	P3205	C11569	['Roziers']	Roziers
44	Blessé au Canada.	3	P3226	C11632	['Canada']	Canada
44	Capitaine d'armes de la compagnie de Champagné.	3	P3235	C11648	['Champagné']	Champagné
50	Aumonier au fort de la Prée.	3	P3475	C12443	['Aumonier', 'fort de la Prée']	Aumonier,fort de la Prée
50	Demeurera dans le couvent de la Providence de La Rochelle jusqu'à ce que elle ait adjuré la religion protestante.	3	P3494	C12476	['Providence de La Rochelle']	Providence de La Rochelle
51	Greffier de la vice-sénéchaussée de Saintes. Chargé d'arrêter le sieur La Motte Saint Dens, capitaine au régiment de Corné, est resté 12 jours à l'attendre. Réclame ses frais.	3	P3563	C12794	['Saintes', 'Corné']	Saintes,Corné
51	Se rend sur la route de Bayonne, bien préparé le relais à 24 chevaux.	3	P3576	C12835	['Bayonne']	Bayonne
53	Commissaire des classes à Blaye. Réclame le paiement des vins qu'il a achétés pour la Marine.	3	P3631	C13080	['Blaye']	Blaye
53	Procès-verbal de la visite du bois appelé la Vergne, paroisse d'Anglade en Blayais, appartement au duc de Saint Simon.	3	P3631	C13086	['la Vergne', 'Anglade', 'Blayais']	la Vergne,Anglade,Blayais
53	Procès-verbal de la visite du bois appelé la Vergne, paroisse d'Anglade en Blayais, appartement au duc de Saint Simon.	3	P3631	C13087	['la Vergne', 'Anglade', 'Blayais']	la Vergne,Anglade,Blayais
91	Informe que la flûte le Marchand manque de vivre pour rallier Rochefort.	4	P3631	C13082	['Rochefort']	Rochefort
91	Commissaire des classes à Blaye.	4	P3631	C13079	['Blaye']	Blaye
91	A visité les bois des environs de Blaye pour choisir ceux propres à la construction des vaisseaux.	4	P3631	C13077	['Blaye']	Blaye
55	Major de la milice de Rochefort. A des affaires d'intérêt avec sa sœur veuve, d'un lieutenant dans le régiment des gardes suisses.	3	P3712	C13340	['Rochefort']	Rochefort
57	Conseiller au parlement de Bordeaux. Réclamation pour ses propriétés de l'ile d'Oléron comprises dans les fortifications.	3	P3794	C13538	['Bordeaux', 'Oléron']	Bordeaux,Oléron
57	Capitaine au régiment d'Auvergne. Se plaint de monsieur de Martel, colonel d'infanterie qui lui a enlevé sa femme.	3	P3794	C13536	['Auvergne']	Auvergne
58	Rôtisseur du Hâvre. Réclame 13 livres au sieur Boutier, écrivain.	3	P3877	C13867	['Hâvre']	Hâvre
58	Fait le commerce d'huile de poisson avec la colonie de Plaisance.	3	P3877	C13865	['Plaisance']	Plaisance
58	Capitaine au régiment de l'Aigle. Enrolement par force.	3	P3894	C13894	['Aigle']	Aigle
61	Frère d'un commissaire de la Marine. Succède à Rochefort au sieur Duché comme directeur des vivres de la Marine.	3	P4056	C14676	['Rochefort']	Rochefort
61	Frère d'un commissaire de la Marine. Succède à Rochefort au sieur Duché comme directeur des vivres de la Marine.	3	P4056	C14677	['Rochefort']	Rochefort
62	Médecin du roi. Reçoit des plantes du Canada.	3	P4104	C15097	['Canada']	Canada
104	Médecin du Roi. Lui adresser les graines apportés de la Guadeloupe pour le jardin royal à Paris.	4	P4104	C15096	['Guadeloupe', 'Paris']	Guadeloupe,Paris
90	Il doit remettre un mémoire sur les moyens de conserver pour la marine les bois qui y sont proposés dans les forêts d'Aulnay et de Chizey [Chizé].	5	P4104	C15094	['Aulnay', 'Chizey', 'Chizé']	Aulnay,Chizey,Chizé
103	Commissaire député pour les affaires de la compagnie des Indes.	6	P4104	C15091	['Indes']	Indes
103	Commissaire député pour les affaires de la compagnie des Indes.	6	P4104	C15092	['Indes']	Indes
81	Reçoit 12 flacons de baumes de copahu qui lui sont envoyés de Cayenne par Monsieur Baudouin.	8	P4104	C15101	['Cayenne']	Cayenne
85	Lui faire parvenir 6 madriers de bois de Simarouba et un paquet de racine de parcira brava, arrivés par la flûte la Gironde, venant de Cayenne.	9	P4104	C15095	['Simarouba', 'Gironde', 'Cayenne']	Simarouba,Gironde,Cayenne
63	Capucin-lais, de Saint-Jean-d'Angély. Affaire de succession.	3	P4465	C16640	"['Capucin-lais', ""Saint-Jean-d'Angély""]"	Capucin-lais,Saint-Jean-d'Angély
63	Veut acquérir les offices de trésorier et de contrôleur des Sables d'Olonne.	3	P4224	C15497	"[""Sables d'Olonne""]"	Sables d'Olonne
63	Veut acquérir les offices de trésorier et de contrôleur des Sables d'Olonne.	3	P4224	C15498	"[""Sables d'Olonne""]"	Sables d'Olonne
65	Religieux de l'ordre des saints Augustins. A servi d'aumonier sur l'Africain, frêté par la compagnie de l'Assienté. Réclame pour ses appointements.	3	P4267	C15914	['Africain']	Africain
68	Maître particulier des eaux et forêts à Rochefort. Exactions qui lui sont reprochées.	3	P4477	C16664	['Rochefort']	Rochefort
68	Maître particulier des eaux et forêts à Rochefort. Exactions qui lui sont reprochées.	3	P4477	C16665	['Rochefort']	Rochefort
68	Demande d'être déchargé de la taxe de maître particulier alternatif et de plus réclame une gratification.	3	P4477	C16663	['Demande']	Demande
69	Sergent de la compagnie de Sougé. Demande la demi-solde.	3	P4517	C16820	['Sougé']	Sougé
69	Sergent de la compagnie de Sougé. Demande la demi-solde.	3	P4517	C16821	['Sougé']	Sougé
69	Sergent de la compagnie de Sougé. Demande la demi-solde.	3	P4517	C16822	['Sougé']	Sougé
70	Seigneur de Lafond, près de La Rochelle. Réclame pour une pièce de terr qui lui a été prise pour établir les fortifications.	3	P4572	C17036	['Lafond', 'La Rochelle']	Lafond,La Rochelle
70	Négociant de Nieul. Réclame contre les officiers de l'amirauté au sujet d'une de ses barques naufragée.	3	P4588	C17160	['Nieul']	Nieul
71	Passera à la Louisiane sur la Renommée.	3	P4602	C17188	['Louisiane', 'Renommée']	Louisiane,Renommée
73	Est en procès avec le sieur Laurent Castain, chapelier à Rochefort. 	3	P4808	C17701	['Rochefort']	Rochefort
73	Marchand de bois à Rochefort, décédé le 27 juillet 1708 ; ses biens qui reviennent au roi par droit d'aubaine batardise, sont demandés par le sieur Derprez.	3	P4808	C17703	['Rochefort']	Rochefort
73	Maître de forges. A affermé la forge de Rancogne, appartenant à monsieur de Logivière.	3	P4831	C17840	['Rancogne', 'Logivière']	Rancogne,Logivière
73	Qui a conduit à Lorient la construction du Saint-Michel, a inventé une manière de vaigres très avantageuse. Il va venir à Rochefort l'employer devant les membres du conseil de construction.	3	P4850	C17935	['Lorient', 'Saint-Michel', 'Rochefort']	Lorient,Saint-Michel,Rochefort
73	Enrôlé. Refuse de rejoindre sa compagnie. Est en fuite.	3	P4850	C17928	['Est']	Est
74	Nommé sous-inspecteur des constructions et radoubs des vaisseaux du roi au port de Rochefort.	3	P4850	C17933	['Rochefort']	Rochefort
74	Se rend à Rochefort pour examiner les vaisseaux à radouber.	3	P4850	C17936	['Rochefort']	Rochefort
74	Propose de faire radouber l'Aigle et le Poli. Le roi veut qu'on suive le projet du sieur Gobert.	3	P4850	C17934	['Aigle', 'Poli']	Aigle,Poli
74	Capitaine au régiment d'infanterie de Villemont. Demande un congé de convalescence.	3	P4850	C17927	['Villemont']	Villemont
124	Sous-lieutenant d’artillerie. Ira servir à Brest.	6	P4850	C17937	['Brest']	Brest
74	Ancien écrivain du magasin général est nommé inspecteur de la Corderie.	3	P4863	C17980	['la Corderie']	la Corderie
119	Chargé du détail de la Corderie.	4	P4863	C17981	['la Corderie']	la Corderie
74	Syndic des matelots, en contestation avec le nommé la Brousse.	3	P4895	C18036	['la Brousse']	la Brousse
75	Matelot inscrit de la parooisse d'Angear--sur-Charente, est levé. Le capitaine de la milice bourgeoise, le sieur Bajet, le réclame comme soldat. Conflit dasn lequel Gorron et sa famille sont victimes.	3	P4898	C18039	['Matelot', 'Angear', 'Gorron']	Matelot,Angear,Gorron
75	Garde de la marine. Contestation avec le sieur de Champagné, pour l'ancienneté.	3	P4901	C18043	['Champagné']	Champagné
75	Passagère sur la Loire pour rejoindre son mari à l'Acadie.	3	P4930	C18105	['Loire', 'Acadie']	Loire,Acadie
75	Commis du trésorier général de la marine à Rochefort. Calomnié par le sieur de la Grange qui sera réprimandé devant tous les officiers.	3	P4980	C18212	['Rochefort']	Rochefort
76	Capitaine du régiment du Hainaut, prisonnier de guerre à Asti en Piémont, réclame contre sa femme qui doit lui une pension de 600 livres.	3	P5013	C18273	['Hainaut', 'Asti', 'Piémont']	Hainaut,Asti,Piémont
121	Canadien. Demande un passeport pour un bateau de 35 tonneaux qu'il a acheté pour retourner dans cette colonie.	4	P5017	C18278	['Canadien']	Canadien
76	Lieutenant général de police à La Rochelle.	3	P5035	C18322	['La Rochelle']	La Rochelle
76	A fait un rapport contre l'emploi de sang de bœuf dans les raffineries de sucre.	3	P5035	C18321	['A']	A
77	Enlevé, lié et garotté par le sieur Durfort, capitaine du régiment de Laigle. Le faire relâcher.	3	P5131	C18521	['Laigle']	Laigle
79	Supérieure du couvent des nouvelles catholiques de Paris. Lettre de recommandation puor le capucin Félix.	3	P5395	C19356	['Paris']	Paris
79	Arrivé à Rochefort.	3	P5306	C18925	['Rochefort']	Rochefort
79	A fait des avaries dans la traversée de Rochefort à Brest.	3	P5306	C18924	['Rochefort', 'Brest']	Rochefort,Brest
80	Engagé dans la compagnie de Pontmarais.	3	P5329	C19015	['Pontmarais']	Pontmarais
80	Ont entrepris la fabrication des espèces qui se font dans les monnaies de Metz et de Strasbourg.	3	P5341	C19106	['Metz', 'Strasbourg']	Metz,Strasbourg
80	Lettre au sujet du paiement du logement des officiers par la ville de La Rochelle.	3	P5371	C19173	['La Rochelle']	La Rochelle
80	Le commissaire Portail dit payer les droits d'octroi pour le vin qu'il consomme à La Rochelle.	3	P5371	C19170	['La Rochelle']	La Rochelle
80	Le commissaire Portail dit payer les droits d'octroi pour le vin qu'il consomme à La Rochelle.	3	P5371	C19171	['La Rochelle']	La Rochelle
83	Soldat à l'ile d'Oléron.	3	P5534	C20134	['Oléron']	Oléron
132	Banquier à Paris. Demande au ministre qu'on poursuivre le frère Peras.	4	P5539	C20141	['Paris']	Paris
94	Officier au régiment d'Auvergne.	3	P5689	C21014	['Auvergne']	Auvergne
83	Fils d'un marchand de Paris. S'est engagé dans les compagnies franches de la Marine pour les iles. Second engagement dans le régiment de Conflans.	3	P5731	C21363	['Paris', 'Conflans']	Paris,Conflans
83	Ne l'envoyer en Amérique que si son enrôlement est valable..	3	P5731	C21364	['Amérique']	Amérique
84	Raffineur de La Rochelle.	3	P5747	C21397	['La Rochelle']	La Rochelle
116	Négociant à La Rochelle. Propriétaire du navire la Minerve.	9	P5747	C21396	['La Rochelle']	La Rochelle
84	Capitaine au régiment de la Sarre. En conflit avec les échevins de Saint-Jean-d'Angély. Voies de fait	3	P5757	C21420	"['Sarre', ""Saint-Jean-d'Angély""]"	Sarre,Saint-Jean-d'Angély
88	Sergent de la compagnie du sieur de Gaune, à l'Acadie.	3	P5956	C21917	['Gaune', 'Acadie']	Gaune,Acadie
88	Ci-devant entrepreneur de la voiture des mâts de Bordeaux à Rochefort. Sa veuve et sa fille obtiennent leur passage pour Saint Domingue sur l'Indien. Le roi ne leur fera pas donner les 50 livres accordées aux imigrants pour les iles.	3	P5962	C21924	['Bordeaux', 'Rochefort', 'Indien']	Bordeaux,Rochefort,Indien
89	Demi-soldier, obtient le passage pour le Canada, avec sa famille.	3	P6003	C22114	['Canada']	Canada
90	Soldat au Canada. Pris par les anglais. Revenu en France.. Le faire passer au Canada, sur le Héros.	3	P6035	C22204	['Canada', 'France', 'Canada']	Canada,France,Canada
90	Contestation pour le paiement des marchandises qu'il a achetées à Plaisance pour l'armement de Wesp.	3	P6057	C22249	['Plaisance', 'Wesp']	Plaisance,Wesp
91	Le questionner au sujet du pillage de Saint-Christophe.	3	P6086	C22331	['Saint-Christophe']	Saint-Christophe
92	Lui accorder main-levée du tiers qu'il lui appartient dans les biens de Jean Lecomte, de Chalais, sorti du royaume pour causes de religion.	3	P6216	C22620	['Chalais']	Chalais
94	Prévôt de la maréchaussée de Cognac. Accusé de mener une vie scandaleuse par l'avocat Richard.	3	P6275	C22782	['Cognac']	Cognac
94	Tailleur. Habitant de Plaisance. Doit être à La Rochelle. Le faire mettre en prison.	3	P6301	C22822	['Plaisance', 'La Rochelle']	Plaisance,La Rochelle
95	Ingénieur de chef. Servant en Espagne en 1706.	3	P6438	C23154	['Espagne']	Espagne
95	Sert à l'ile d'Oléron.	3	P6438	C23156	['Oléron']	Oléron
95	Sert à l'ile d'Oléron.	3	P6438	C23157	['Oléron']	Oléron
95	Ingénieur de chef. Servant en Espagne en 1706.	3	P6438	C23155	['Espagne']	Espagne
100	De Bayonne. 	3	P6623	C23879	['Bayonne']	Bayonne
100	Lieutenant d'artillerie au pays d'Aunis. Se plaint du sieur Olivier, ingénieur, qui a voulu forcer les officiers d'artillerie à ouvir leur magasin pour qu'il en fasse l'inventaire.	3	P6623	C23880	['Aunis']	Aunis
100	Commissaire de la Marine, à Rochefort. Doit 316 livres au sieur Prévost. L'obliger à payer.	3	P6641	C23949	['Commissaire de la Marine', 'Rochefort']	Commissaire de la Marine,Rochefort
101	De Chalais. Sorti du royaume pour cause de religion.	3	P6663	C24007	['Chalais']	Chalais
102	Avocat à Saint-Jean-d'Angély. A plusieurs enfants de sa servante ; faire cesser ce mauvais commerce.	3	P6748	C24204	"[""Saint-Jean-d'Angély""]"	Saint-Jean-d'Angély
103	Charpentier. En congé sans solde pour la Louisiane.	3	P6808	C24369	['Louisiane']	Louisiane
105	Nouvelle convertie de Nieul. Veut se faire instruire. La mettre dans le couvent des religieuses hospitalières de Saintes.	3	P6935	C25391	['Nieul', 'Saintes']	Nieul,Saintes
106	En conflit avec le sieur de Thézac. Ne remplit pas ses devoirs de catholique. Menaces du roi.	3	P6988	C25684	['Thézac']	Thézac
106	S'est arrangé avec le sieur de Thézac. Surveiller sa conduite.	3	P6988	C25685	['Thézac']	Thézac
106	Faisant fonctions d'écrivain sur la Biche. Demande le brevet d'écrivain. Demande ajournée.	3	P7013	C25743	['Biche']	Biche
106	Le roi estime qu'avec 300 livres d'appointements il peut vivre au Canada.	3	P7013	C25744	['Canada']	Canada
106	Lui accorde le passage de 3 hommes et le frêt de 6 tonneaux sur la Vénus. Il aura la table de capitaine.	3	P7013	C25745	['Vénus']	Vénus
194	A conduit à l’île d’Oléron une demi-compagnie destinée à l’île royale.	7	P7013	C25742	['Oléron']	Oléron
139	Sergent des troupes de l’Ile royale, a fait une levée de 100 hommes pour le Canada.	8	P7013	C25746	['Ile royale', 'Canada']	Ile royale,Canada
139	Sergent des troupes de l’Ile royale, a fait une levée de 100 hommes pour le Canada.	8	P7013	C25747	['Ile royale', 'Canada']	Ile royale,Canada
106	Officier de l'amirauté de Saintonge. Mémoire et avis au sujet des prétentions de monsieur le président Casaux sur le port de la Cotinière.	3	P7028	C25769	['Saintonge', 'port de la Cotinière']	Saintonge,port de la Cotinière
106	Lettre au sujet de la réception des officiers de Marine dans l'amirauté de Marennes.	3	P7028	C25768	['Marennes']	Marennes
106	Balisage à l'entrée de la rivière de la Seudre.	3	P7028	C25767	['Seudre']	Seudre
107	Juif habitant La Rochelle. Ses tribulations..	3	P7051	C25847	['La Rochelle']	La Rochelle
107	Ingénieur. Sert à l'ile d'Oléron. Réclame pour son logement.	3	P7079	C25897	['Oléron']	Oléron
107	Ingénieur. Sert à l'ile d'Oléron. Réclame pour son logement.	3	P7079	C25898	['Oléron']	Oléron
107	Ingénieur. Sert à l'ile d'Oléron. Réclame pour son logement.	3	P7079	C25899	['Oléron']	Oléron
107	Chirurgien qui a déjà navigué. Envoyé à Rochefort par le ministre pour être embarqué sur un vaisseau allant aux colonies.	3	P7100	C25992	['Rochefort']	Rochefort
107	Chirurgien qui a déjà navigué. Envoyé à Rochefort par le ministre pour être embarqué sur un vaisseau allant aux colonies.	3	P7100	C25993	['Rochefort']	Rochefort
108	Marchand irlandais. Ci-devant habitué de La Rochelle Le roi désire savoir s'il est catholique et sa femme aussi.	3	P7153	C26172	['La Rochelle']	La Rochelle
108	A été condamné aux galères par l'amirauté de la Rochelle. Demande à rentrer en France.	3	P7153	C26171	['la Rochelle', 'France']	la Rochelle,France
109	Capitaine en second du vaisseau l'Atlas. Vient à Rochefort pour travailler à l'armement.	3	P7248	C26435	['Rochefort']	Rochefort
109	Ci-devant capitaine d'armes de la compagnie de Chaon.	3	P7259	C26458	['Chaon']	Chaon
109	De La Rochelle. Fugitif pour le fait de la religion.	3	P7265	C26465	['La Rochelle']	La Rochelle
110	Garde-magasin de la Marine à l'ile d'Aix. Demande un brevet d'écrivain.	3	P7289	C26504	"['Garde-magasin de la Marine', ""ile d'Aix""]"	Garde-magasin de la Marine,ile d'Aix
110	De Montravail, près de Gémozac. Nouveau converti. Affaire criminelle.	3	P7289	C26503	['Montravail', 'Gémozac']	Montravail,Gémozac
171	Réclame 200 livres au sieur de Rémonville.	4	P7289	C26506	['Rémonville']	Rémonville
149	Négociant à Bordeaux. Réclame 48 livres au sieur Lamasse.	9	P7289	C26505	['Bordeaux']	Bordeaux
110	Nouveau converti. Fait, comme plus ancien procureur, les fonctions de judge bailli et sénéchal de Marennes.	3	P7293	C26520	['Marennes']	Marennes
110	Ecrivain de Rochefort. Demande à passer à l'Acadie en qualité de contrôleur et garde-magasin. Refusé.	3	P7293	C26515	['Rochefort', 'Acadie']	Rochefort,Acadie
110	Proposé par Bégon pour remplacer le sieur Roger, à Saint-Domingue.	3	P7293	C26522	['Saint-Domingue']	Saint-Domingue
110	Ecrivain sur la Vénus. Le commandant de la Ronde-Denislui paiera 400 livres de dédommagements.	3	P7293	C26516	['Vénus']	Vénus
172	Entrepreneur de la voiture des sels. Réclame contre les officiers de l'Amirauté de Marennes.	4	P7293	C26518	['Amirauté', 'Marennes']	Amirauté,Marennes
180	De La Tremblade. Coupe de bois.	6	P7293	C26514	['La Tremblade']	La Tremblade
143	Maître à danser de la Rochelle, demande la place du feu sieur Branson.	8	P7293	C26519	['la Rochelle']	la Rochelle
110	Médecin à Saint-Jean-d'Angély. Nouveau converti élu échevin. Il a été signalé comme dangereux par le curé. Voir si son élection ne peut pas être cassée.	3	P7301	C26572	"[""Saint-Jean-d'Angély""]"	Saint-Jean-d'Angély
161	Ses propositions sont rejetées, il est mis à la demi-solde.	5	P7306	C26584	['Ses']	Ses
110	Gouverneur de La Rochelle. Lettre au sujet du capitaine Mouchart.	3	P7310	C26593	['La Rochelle']	La Rochelle
163	Ecrivain à Rochefort, poursuivi par la veuve Le Clerc au sujet de l'inventaire des hardes de son mari, mort sur le vaisseau le Marin, en 1704.	5	P7386	C26872	['Rochefort']	Rochefort
145	A l’ordre de freter en Hollande une flûte pour porter des mâts à Toulon.	8	P7386	C26866	['Hollande', 'Toulon']	Hollande,Toulon
146	A frété deux flûtes en Hollande.	8	P7386	C26865	['Hollande']	Hollande
146	A fait fréter en Hollande un 3ème navire pour apporter du bois.	8	P7386	C26864	['Hollande']	Hollande
146	Mâts reçus à Rochefort.	8	P7386	C26885	['Rochefort']	Rochefort
146	Mâts reçus à Rochefort.	8	P7386	C26886	['Rochefort']	Rochefort
146	Etat des mâts et autres marchandises que le sieur Marquet doit fournir à Rochefort dans le courant de l’année 1734.	8	P7386	C26875	['Rochefort']	Rochefort
146	Frête 3 flûtes à Amsterdam pour le transport des bois.	8	P7386	C26879	['Amsterdam']	Amsterdam
146	Le Ministre leur ordonne de faire frêter sans retard deux grosses flûtes à Amsterdam.	8	P7386	C26881	['Amsterdam']	Amsterdam
147	Fait venir 730 barils de goudron de Stockholm pour Rochefort, le port en est approvisionné, il pourra disposer de ce chargement comme il le voudra.	8	P7386	C26877	['Stockholm', 'Rochefort']	Stockholm,Rochefort
112	Chirurgien à Rochefort.	3	P7444	C27062	['Rochefort']	Rochefort
112	Fermier à l'ile de Ré des biens du collège Mazarin.	3	P7454	C27088	['Ré', 'collège Mazarin']	Ré,collège Mazarin
114	Fermier des propriétés du collège Mazarin.	3	P7480	C27261	['collège Mazarin']	collège Mazarin
114	Receveur des décimes. Lettre au sujet du différent entre l'évêque de Saintes et les chanoines de la cathédrale.	3	P7595	C27523	['Saintes']	Saintes
116	Receveur des tailles à La Rochelle.	3	P8078	C28960	['La Rochelle']	La Rochelle
116	Mémoire par maître Jean Micheau, notaire royal à La Rochelle et Pierre Massuau , ci-devant fermiers des seigneuries du Bois, Loix etc et les Portes en l'ile de Ré, membre dépendant de l'abbaye de Saint-Michel-en l'Herm, uni au collège Mazarin contre le Grand-Maitre, procureur général et inspecteur du dît collège.	3	P7684	C27792	"['La Rochelle', 'Bois', 'Loix', 'Portes', 'ile de Ré', 'abbaye de Saint-Michel', ""l'Herm"", 'collège Mazarin']"	La Rochelle,Bois,Loix,Portes,ile de Ré,abbaye de Saint-Michel,l'Herm,collège Mazarin
117	Marchand d'Issigny (Assinie).	3	P7716	C27938	['Assinie']	Assinie
117	Lieutenant criminel de Rochefort veut se pourvoir de la charge de lieutenant de police alternatif.	3	P7745	C28044	['Rochefort']	Rochefort
118	Passager sur l'Indien. Se rend à Port-Bella. Sera à la table de monsieur de Voutron.	3	P7793	C28127	['Indien', 'Port-Bella', 'Voutron']	Indien,Port-Bella,Voutron
118	Pontchartrain recommande à Bégon les intérêts de monsieur de Montendre, qui est de la maison de la Rochefoucault et qui a toutes des terres en Saintonge.	3	P7850	C28241	['Montendre', 'Saintonge']	Montendre,Saintonge
118	Procès avec la sœur Touchimbert, supérieure des ursulines de Saint-Jean-d'Angély au sujet de mademoiselle de Montendre, religieuse. Affaires d'intérêt.	3	P7850	C28242	"[""Saint-Jean-d'Angély""]"	Saint-Jean-d'Angély
119	Capitaine de compagnie franche.	3	P7855	C28248	['Capitaine']	Capitaine
119	Signale un des ses soldats déserteurs qui est incarcéré à Tarascon.	3	P7855	C28262	['Tarascon']	Tarascon
119	Capitaine de compagnie franche.	3	P7855	C28249	['Capitaine']	Capitaine
119	Dette à Toulon.	3	P7855	C28252	['Toulon']	Toulon
184	Ecrit que les soldats des deux compagnies qui sont à Nantes,sont tout nus.	4	P7855	C28253	['Nantes']	Nantes
184	Demande que sa compagnie soit envoyée à Montaigu.	4	P7855	C28250	['Montaigu']	Montaigu
184	Dette envers le sieur Bureau, de La Rochelle.	4	P7855	C28251	['La Rochelle']	La Rochelle
184	Lieutenant de vaisseau et c apitaine d'une Compagnie franche à Rochefort, est mort à Paris. Régler sa situation financière.	4	P7855	C28257	['Rochefort', 'Paris']	Rochefort,Paris
118	Demande 60 pièces de gros canons pour défendre la rivière de Bordeaux.	3	P7892	C28353	['Bordeaux']	Bordeaux
118	Fils du juge de la paroisse de Montboyer, en Saintonge. Enrolé par le capitaine Degast. Refuse de rejoindre sa compagnie et est délivré par le peuple.	3	P7895	C28356	['Montboyer', 'Saintonge']	Montboyer,Saintonge
118	Lieutenant au 2e bataillon de Thorigny, de l'ile de Ré. A blessé mortellement, en duel, le lieutenant Chauvel.	3	P7912	C28401	['Thorigny', 'ile de Ré']	Thorigny,ile de Ré
118	Notaire de Saintonge. Se plaint de vexations du sieur Serres inspecteur de la ferme du contrôle des actes de notaire.	3	P7922	C28412	['Saintonge']	Saintonge
120	Ingénieur. Sert à La Rochelle.	3	P7989	C28588	['La Rochelle']	La Rochelle
120	Sert à Perpignan. Réclame pour le logement qui lui est dû de son séjour à La Rochelle.	3	P7989	C28589	['Perpignan', 'La Rochelle']	Perpignan,La Rochelle
120	Capitaine d'infanterie. Ecrit pour demander à sortir des prisons de la Rochelle où monsieur de Marcognet l'a fait conduire par dix soldats.	3	P8003	C28620	['la Rochelle']	la Rochelle
121	Charpentier à Rochefort.	3	P8016	C28639	['Rochefort']	Rochefort
122	Lieutenant du bâtiment Saint-Anne, de Bordeaux.	3	P8085	C28984	['bâtiment Saint-Anne', 'Bordeaux']	bâtiment Saint-Anne,Bordeaux
122	Pris par un corsaire anglais. Ne s'est pas défendu. Mis en  prison à Brouage.	3	P8085	C28986	['Brouage']	Brouage
122	Sa fille est demandé en mariage par le sieur des Chapelles de Putreau.	3	P8100	C29013	['Chapelles de Putreau']	Chapelles de Putreau
122	Directeur de l'armement de feu monsieur d'Iberville.	3	P8115	C29042	['Iberville']	Iberville
122	Demande à faire porter à Paris l'argent apporté par l'Indien pour le compte de l'armement.	3	P8115	C29040	['Paris', 'Indien']	Paris,Indien
122	Réclame 500 pistoles arrivées sur l'Indien.	3	P8115	C29043	['Indien']	Indien
122	Demeure à Paris, rue des deux boules.	3	P8115	C29041	['Paris']	Paris
123	Marchand de La Rochelle. Consul du Danemark.	3	P8201	C29192	['La Rochelle', 'Danemark']	La Rochelle,Danemark
123	Marchand de La Rochelle. Consul du Danemark.	3	P8201	C29193	['La Rochelle', 'Danemark']	La Rochelle,Danemark
124	Pilote des Sables d'Olonne. Se plaint que le sieur Pointel l'empêche de naviguer.	3	P8292	C30175	"[""Sables d'Olonne""]"	Sables d'Olonne
125	Capitaine de cavalerie à Buenos-Ayres, actuellement à La Rochelle, s'embarquera sur l'Atlas.	3	P8325	C30281	['Buenos-Ayres', 'La Rochelle', 'Atlas']	Buenos-Ayres,La Rochelle,Atlas
